FieldsBase Fixed Platform Search - Data Download,,,,,,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:02 for Dirk Rook,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Name,Region,Country,Block,Field,Project,Operator,Status,Type,Installation year,Function,Production type,Process module,Accommodation module,Drilling module,Utility module,Well head module,Water depth (m),Remark
Hebron GBS,"Canada, East",Canada,,Hebron,Hebron,ExxonMobil,Construction,GBS,2017,Production/Drilling/Accommodation,Oil,Y,Y,Y,Y,Y,93,"09/09/12 GBS construction begins
04/09 Engineering and design to take place between 2009-2012. Construction is scheduled to begin in Bull Arm, Trinity Bay in 2012"
Hibernia,"Canada, East",Canada,PL 1001,Hibernia,Hibernia,ExxonMobil,Installed,GBS,1997,Production/Drilling/Accommodation,Oil,Y,Y,Y,N,Y,80,"Cost: $4.2 billion. Storage: 1.3 MMbbls. Partners: Mobil 33%, Chevron 27%, PetroCanada 25%, Canadian govt 8.5%, Murphy Oil 6.5%."
,"Canada, East",Canada,,Sable Island,Sable Island Phase I,ExxonMobil,Installed,Steel jacket,2006,Compression,,,N,,N,,50,Platform will be bridge-linked to existing Thebaud process platform. 9/25/06 installing and commisioning compression platform.
CPP,"Canada, East",Canada,,Sable Island,Sable Island Phase I,ExxonMobil,Installed,Steel jacket,1999,Production/Accommodation,,Y,Y,,N,N,29,"Sable Offshore Energy Project Phase I. SOEP = Mobil 50%, Shell Canada 35%, Imperial Oil Resources 9%, Nova Scotia Resources 6%."
N. Triumph P-42,"Canada, East",Canada,PL 2906,Sable Island,Sable Island Phase I,ExxonMobil,Installed,Steel jacket,1999,Production,Gas,Y,N,N,N,Y,76,North Triumph conducts preliminary processing before transporting its natural gas to Thebaud
Venture 0-32,"Canada, East",Canada,PL 2903,Sable Island,Sable Island Phase I,ExxonMobil,Installed,Steel jacket,1999,Production,Gas,Y,Y,N,N,Y,22,"Saipem UK = proj mgmt. Prelim steel pre-form @ B&R, then transport to Dartmouth for fab.
does preliminary dehydration of the natural gas from its wells, and then transports it to Thebaud for further processing. Production on Venture is controlled by Thebaud."
Alma,"Canada, East",Canada,PL 2907,Sable Island,Sable Island Phase II,ExxonMobil,Installed,Steel jacket,2003,Production/Drilling,Gas,Y,N,Y,N,Y,67,"Sable Offshore Energy Project Phase II. Kvaerner/SNC Lavalin = FEED. KSLO is also the EPCM contractor for Tier 2 out of their Halifax office. Gulf Island Fabricators of Houma, LA will build the platform."
South Venture,"Canada, East",Canada,PL 2908,Sable Island,Sable Island Phase II,ExxonMobil,Installed,Steel jacket,2004,Production,Gas,N,N,,N,Y,23,Sable Offshore Energy Project Phase II.
Thebaud,"Canada, East",Canada,,Sable Island,"Thebaud Living Quarters, Sable Island Phase I",ExxonMobil,Installed,Steel jacket,1999,Wellhead,,,,,,Y,50,Saipem UK = proj mgmt for installation. Bridge-connected to Thebaud CPP platform. Prelim steel pre-form @ B&R then transport to Dartmouth for fab.
,"Canada, East",Canada,West Bonne Bay,West Bonne Bay,West Bonne Bay,BP,Possible,GBS,2018,Production/Drilling/Accommodation,,N,N,,N,N,95,"One possible development scheme would be GBS platform, the other is a satellite to Terra Nova."
West White Rose WHP,"Canada, East",Canada,PL 1006,White Rose,White Rose Extension project (West White Rose),Husky Oil,Planned,GBS,2017,Wellhead,Oil,,,,,,122,Husky looking at feasability of a concrete wellhead that pumps oil from the seabed and is capable of drilling wells for development of future resources in the West White Rose region.
Amauligak,"Canada, Other",Canada,,Amauligak,Amauligak,ConocoPhillips,Possible,GBS,2020,Production/Drilling/Accommodation/Storage,Oil,,,Y,,Y,32,
,Caspian Sea,Azerbaijan,,8 Marta,8 Marta,SOCAR,Installed,Unknown Fixed,1984,Production,,,,,,,30,
,Caspian Sea,Azerbaijan,,8 Marta,8 Marta,SOCAR,Installed,Unknown Fixed,1984,Production,,,,,,,30,
,Caspian Sea,Azerbaijan,,8 Marta,8 Marta,SOCAR,Installed,Unknown Fixed,1984,Production,,,,,,,30,
,Caspian Sea,Azerbaijan,,8 Marta,8 Marta,SOCAR,Installed,Unknown Fixed,1984,Production,,,,,,,30,
,Caspian Sea,Azerbaijan,,8 Marta,8 Marta,SOCAR,Installed,Unknown Fixed,1984,Production,,,,,,,30,
C&WP,Caspian Sea,Azerbaijan,,Azeri-Chirag-Guneshli,ACG - Phase I (Central Azeri),BP,Installed,Steel jacket,2004,Compression,,,N,,N,,128,"Phase 1 of 3 phases, full development by 2006 with 8 to 10 platforms."
CA-PDQ,Caspian Sea,Azerbaijan,,Azeri-Chirag-Guneshli,ACG - Phase I (Central Azeri),BP,Installed,Steel jacket,2004,Production/Drilling/Accommodation,,Y,Y,Y,N,Y,128,"Phase 1 of 3 phases, fullfield development include 8 to 10 platforms. Life of field = 48 prod, water inj & gas inj wells followed by 46 sidetracks. 9  wells will be drilled from semi and 39 from platform."
East Azeri (EA),Caspian Sea,Azerbaijan,,Azeri-Chirag-Guneshli,ACG - Phase II (West & East Azeri),AIOC (A),Installed,Steel jacket,2006,Production/Drilling/Accommodation,,Y,Y,Y,N,Y,128,"First oil from West Azeri will commence 1q06. Pre-fab work to commence in Mar. 2003 at J Ray's Jebel Ali yard, main fab work to commence in May 2003 at SOCAR's facility."
West Azeri (WA),Caspian Sea,Azerbaijan,,Azeri-Chirag-Guneshli,ACG - Phase II (West & East Azeri),AIOC (A),Installed,Steel jacket,2005,Production/Drilling/Accommodation,,Y,Y,Y,N,Y,128,First oil from West Azeriwill commence Jan 06
DUQ,Caspian Sea,Azerbaijan,,Azeri-Chirag-Guneshli,ACG - Phase III (DWG),BP,Installed,Steel jacket,2007,Drilling,,N,Y,Y,N,Y,175,"drilling, utilities, and quarters (DUQ) platform"
DWG-PCWU,Caspian Sea,Azerbaijan,,Azeri-Chirag-Guneshli,ACG - Phase III (DWG),BP,Installed,Steel jacket,2008,Production,,Y,N,,Y,N,175,"process, gas compression, water injection and utilities (PCWU) platform"
,Caspian Sea,Azerbaijan,Bahar,Bahar,Bahar 2002,Greenfields Petroleum,Installed,Unknown Fixed,2002,,Gas,N,N,,N,N,50,
,Caspian Sea,Azerbaijan,Bahar,Bahar,Bahar 2002,Greenfields Petroleum,Installed,Unknown Fixed,2002,,Gas,N,N,,N,N,30,
Bulla Deniz new platform,Caspian Sea,Azerbaijan,Bulla Deniz,Bulla-Deniz (Bulla-More),Bulla Deniz new platform,SOCAR,Planned,Steel jacket,2017,Production,Gas,,,,,,34,
Bulla-Deniz N29,Caspian Sea,Azerbaijan,Bulla Deniz,Bulla-Deniz (Bulla-More),Bulla-Deniz,SOCAR,Installed,Steel jacket,1975,Production/Drilling/Accommodation,Condensate & Gas,,,,,,27,
Bulla-Deniz N82,Caspian Sea,Azerbaijan,Bulla Deniz,Bulla-Deniz (Bulla-More),Bulla-Deniz,SOCAR,Installed,Steel jacket,1975,Production/Drilling/Accommodation,Condensate & Gas,,,,,,34,
Chirag-1,Caspian Sea,Azerbaijan,,Azeri-Chirag-Guneshli,Chirag Early Oil Project (EOP),SOCAR,Installed,Steel jacket,1997,Production/Drilling,,Y,N,Y,N,Y,130,
West Chirag (WC-PDQ),Caspian Sea,Azerbaijan,,Azeri-Chirag-Guneshli,Chirag Oil Project,AIOC,Installed,Steel jacket,2013,Production/Drilling/Accommodation,Oil & Gas,,Y,,,,170,
,Caspian Sea,Azerbaijan,Bahar,Gum-Deniz (Peschany-More),Gum Deniz new platforms,SOCAR,Planned,Steel jacket,2016,,,,,,,,10,
,Caspian Sea,Azerbaijan,Bahar,Gum-Deniz (Peschany-More),Gum Deniz new platforms,SOCAR,Planned,Steel jacket,2016,Production/Drilling,Oil,,,,,,10,
Guneshli,Caspian Sea,Azerbaijan,,Guneshli (ex-28th of April),Guneshli,SOCAR,Installed,Unknown Fixed,2009,Production/Drilling,Gas,,,,,,92,
Guneshli N 11,Caspian Sea,Azerbaijan,,Guneshli (ex-28th of April),Guneshli,SOCAR,Installed,Unknown Fixed,1986,Production/Drilling,Oil & Gas,,,,,,,
Guneshli N 13,Caspian Sea,Azerbaijan,,Guneshli (ex-28th of April),Guneshli,SOCAR,Installed,Unknown Fixed,2004,Production/Drilling,Condensate & Gas,,,,,,,
Guneshli N 14,Caspian Sea,Azerbaijan,,Guneshli (ex-28th of April),Guneshli,SOCAR,Installed,Unknown Fixed,1988,Production/Drilling/Accommodation,Oil & Gas,,,,,,,Platform on the Guneshli field
Guneshli N 8,Caspian Sea,Azerbaijan,,Guneshli (ex-28th of April),Guneshli,SOCAR,Installed,Unknown Fixed,1994,Production/Drilling,Oil & Gas,,,,,,,
,Caspian Sea,Azerbaijan,,Guneshli (ex-28th of April),Guneshli Compression Platform,SOCAR,Installed,Steel jacket,2011,Compression,Gas,,N,,,,90,"7/11: 2nd substructure is ready for installation

03/10: Bridge-linked to platform No 4. To be commissioned in 2011. First substructure is ready for offshore installation."
Guneshli N17,Caspian Sea,Azerbaijan,,Guneshli (ex-28th of April),Guneshli Platform N17,SOCAR,Construction,Steel jacket,2015,Production/Drilling/Accommodation,Oil & Gas,,Y,Y,,Y,138,
,Caspian Sea,Azerbaijan,,"Neft Dashlary (Oily Rocks, Neftanye Kamni)",Neft Dashlary 2002,SOCAR,Installed,Steel jacket,2002,Production/Drilling,,Y,N,Y,N,Y,46,"Once installation complete, plan calls for drilling of 36 development wells from platform."
N 1887,Caspian Sea,Azerbaijan,,"Neft Dashlary (Oily Rocks, Neftanye Kamni)",Neft Dashlary Phase 5,SOCAR,Installed,Unknown Fixed,2006,Production/Drilling/Accommodation,Oil,,,,,,64,Topside weight is ODSP estimate
N 2112,Caspian Sea,Azerbaijan,,"Neft Dashlary (Oily Rocks, Neftanye Kamni)",Neft Dashlary Phase 5,SOCAR,Installed,Unknown Fixed,2008,Production/Drilling/Accommodation,Oil,,,,,,,
N 2346,Caspian Sea,Azerbaijan,,"Neft Dashlary (Oily Rocks, Neftanye Kamni)",Neft Dashlary Phase 5,SOCAR,Installed,Unknown Fixed,2008,Production/Drilling/Accommodation,Oil,,,,,,,
N 2387,Caspian Sea,Azerbaijan,,"Neft Dashlary (Oily Rocks, Neftanye Kamni)",Neft Dashlary Phase 5,SOCAR,Installed,Unknown Fixed,2008,Production/Drilling/Accommodation,Oil,,Y,Y,,Y,24,"02/09: 3 wells drilled, 9 more planned"
N 2415,Caspian Sea,Azerbaijan,,"Neft Dashlary (Oily Rocks, Neftanye Kamni)",Neft Dashlary Phase 5,SOCAR,Installed,Unknown Fixed,2009,Production/Drilling/Accommodation,Oil,,,,,,23,Topside weight assumed similar to 2837.
N 2521,Caspian Sea,Azerbaijan,,"Neft Dashlary (Oily Rocks, Neftanye Kamni)",Neft Dashlary Phase 5,SOCAR,Installed,Unknown Fixed,2009,Production/Drilling/Accommodation,Oil,Y,Y,Y,,Y,19,can drill up to 14 more wells
N 1100,Caspian Sea,Azerbaijan,,Pirallahi Deniz,Pirallahi 2009,SOCAR,Installed,Unknown Fixed,2009,Production/Drilling,Oil,,,,,,8,9-jacket platform in the northern part of the field
TPG 500,Caspian Sea,Azerbaijan,,Shah Deniz,Shah Deniz,BP,Installed,Unknown Fixed,2006,,,Y,Y,Y,N,Y,105,"Platform due on stream 3q06. Total platform operating weight = 35,000 tons. Keppel Fels fabricating jackup deck, topsides, hull and living qtrs in Singapore.Came onstream 12/15/06"
,Caspian Sea,Azerbaijan,,Shah Deniz,Shah Deniz Phase II,BP,Construction,Steel jacket,2017,Production,,,,,,,70,
,Caspian Sea,Azerbaijan,,Shah Deniz,Shah Deniz Phase II,BP,Construction,Steel jacket,2017,Accommodation,,,,,,,70,
Umid-1,Caspian Sea,Azerbaijan,Umid-Babek,Umid,Umid,SOCAR,Installed,Steel jacket,2009,Drilling,Condensate & Gas,,,,,,58,"9/12: production of gas and condensate commenced in September 2012.

01/09: installed by crane vessels General Shikhlinsky and Azerbaijan"
Umid-2,Caspian Sea,Azerbaijan,Umid-Babek,Umid,Umid Second Platform,SOCAR,Construction,Steel jacket,2016,Production/Drilling/Accommodation,Condensate & Gas,,,,,,58,
,Caspian Sea,Kazakhstan,Kashagan Contract Area,Kalamkas,Kalamkas,NCOC,Possible,Unknown Fixed,2021,Accommodation,Oil,,,,,,10,
,Caspian Sea,Kazakhstan,Kashagan Contract Area,Kalamkas,Kalamkas,NCOC,Possible,Unknown Fixed,2021,Compression,Oil,,,,,,10,
,Caspian Sea,Kazakhstan,Kashagan Contract Area,Kalamkas,Kalamkas,NCOC,Possible,Unknown Fixed,2021,Production,Oil,,,,,,10,
,Caspian Sea,Kazakhstan,Kashagan Contract Area,Kashagan,Kashagan Phase I (Experimental),NCOC,Installed,Barge fixed,2010,Compression,,,N,,N,,5,"SBM awarded EPC contract for delivery of 3 gas compression barges. SBM scheduled to deliver barge mid-2007, followed by installation mid-2008. Saipem will install the piles and barges. First production delayed to 2Half 2010.See 8646 for Aker/Ersai hookup update"
,Caspian Sea,Kazakhstan,Kashagan Contract Area,Kashagan,Kashagan Phase I (Experimental),NCOC,Installed,Barge fixed,2010,Compression,,,N,,N,,5,"SBM awarded EPC contract for delivery of 3 gas compression barges. SBM scheduled to deliver barge mid-2006, followed by installation mid-2007. Saipem will install the piles and barges. First production delayed to 2Half 2010See 8646 notes for Aker/Ersai hookup update."
,Caspian Sea,Kazakhstan,Kashagan Contract Area,Kashagan,Kashagan Phase I (Experimental),NCOC,Installed,Barge fixed,2010,Compression,,,N,,N,,5,"SBM awarded EPC contract for delivery of 3 gas compression barges. SBM scheduled to deliver barge mid-2006, followed by installation mid-2007. Saipem will install the piles and barges.Startup delayed to Mid 2010Aker/ERSAI consortium hasbegun early work on hook-up/commissioning 1st phase,LOI to proceed full ph1hookup."
,Caspian Sea,Kazakhstan,Kashagan Contract Area,Kashagan,Kashagan Phase I (Experimental),NCOC,Installed,Steel jacket,2009,Production,,Y,N,N,N,Y,12,Startup of Kashagan postopned to 2Half 2010See 8646 for Aker/Ersai hookup update.
Accommodation Module N13,Caspian Sea,Kazakhstan,Kashagan Contract Area,Kashagan,Kashagan Phase I (Experimental),NCOC,Installed,Barge fixed,2008,Accommodation,,,,,,,10,
Module N8,Caspian Sea,Kazakhstan,Kashagan Contract Area,Kashagan,Kashagan Phase I (Experimental),NCOC,Installed,Barge fixed,2007,,,,,,,,10,the first of the 16 modules installed on Kashagan
Raw Gas Injection Module N1,Caspian Sea,Kazakhstan,Kashagan Contract Area,Kashagan,Kashagan Phase I (Experimental),NCOC,Installed,Barge fixed,2008,Injection,Gas,,,,,,8,
Raw Gas Injection Module N2,Caspian Sea,Kazakhstan,Kashagan Contract Area,Kashagan,Kashagan Phase I (Experimental),,Installed,Barge fixed,2008,Injection,Gas,,,,,,8,
Utility Module N10,Caspian Sea,Kazakhstan,Kashagan Contract Area,Kashagan,Kashagan Phase I (Experimental),NCOC,Installed,Barge fixed,2008,Service,,,,,,,10,
,Caspian Sea,Kazakhstan,Kashagan Contract Area,Kashagan,Kashagan Phase II,,Planned,Unknown Fixed,2017,Production,Oil,,,,,,12,
Khazar,Caspian Sea,Kazakhstan,Pearls,Khazar (Hazar),Khazar,Caspi Meruerty,Possible,Steel jacket,2024,Production/Drilling,Oil,,,,,,6,
,Caspian Sea,Russia,,170 km,170 km,Lukoil,Planned,Steel jacket,2019,Production,Oil,,,,,,25,
,Caspian Sea,Russia,,170 km,170 km,Lukoil,Planned,Steel jacket,2019,Drilling,Oil,,,Y,,Y,25,
,Caspian Sea,Russia,,,Caspian Sea Area,RUSSIAN GOVERNMENT,Installed,Monopod,1986,Drilling,,N,N,Y,N,Y,100,Base and deck set 8/86.
,Caspian Sea,Russia,,Guneshli (ex-28th of April),Guneshli,Caspmor,Installed,Steel jacket,1989,Production/Drilling,,Y,N,Y,N,Y,147,Jacket and deck set 7/89.
,Caspian Sea,Russia,,Guneshli (ex-28th of April),Guneshli,Caspmor,Installed,Steel jacket,1983,Production/Drilling,,Y,N,Y,N,Y,111,Jacket and deck set 7/83.
,Caspian Sea,Russia,,Guneshli (ex-28th of April),Guneshli,Caspmor,Installed,Steel jacket,1976,Production/Drilling,,Y,N,Y,N,Y,83,Jacket and deck set 9/76.
,Caspian Sea,Russia,,Guneshli (ex-28th of April),Guneshli,Caspmor,Installed,Steel jacket,1977,Production/Drilling,,Y,N,Y,N,Y,81,Jacket and deck set 1977.
,Caspian Sea,Russia,,Guneshli (ex-28th of April),Guneshli,Caspmor,Installed,Steel jacket,1987,Drilling,,N,N,Y,N,Y,91,Jacket and deck set 5/87.
-,Caspian Sea,Russia,,Guneshli (ex-28th of April),Guneshli,Caspmor,Installed,Steel jacket,1992,Production/Drilling,,Y,N,Y,N,Y,87,Jacket and deck set 12/92.
Guneshli N 4,Caspian Sea,Russia,,Guneshli (ex-28th of April),Guneshli,Caspmor,Installed,Steel jacket,1985,Production/Drilling/Accommodation,,Y,N,Y,N,Y,151,Jacket and deck set 1985.
No 2,Caspian Sea,Russia,,Guneshli (ex-28th of April),Guneshli,Caspmor,Installed,Steel jacket,1982,Production/Drilling,,Y,N,Y,N,Y,113,Jacket and deck set 8/82.
CPP,Caspian Sea,Russia,,Khvalynskoe,Khvalynskoe,Lukoil,Planned,Steel jacket,2016,Production,Gas,Y,N,,N,N,30,
IFP,Caspian Sea,Russia,,Khvalynskoe,Khvalynskoe,Lukoil,Planned,Steel jacket,2015,Drilling,,,,,,,30,
WHP-1,Caspian Sea,Russia,,Khvalynskoe,Khvalynskoe,Lukoil,Planned,Steel jacket,2016,Wellhead,,,,,,,30,
WHP-2,Caspian Sea,Russia,,Khvalynskoe,Khvalynskoe,Lukoil,Planned,Steel jacket,2015,Wellhead,Gas,,,,,,30,
,Caspian Sea,Russia,,Kuvykin (ex-Sarmatskoe),Kuvykin (ex-Sarmatskoe),Lukoil,Planned,Steel jacket,2017,Production,,Y,N,,N,N,30,
,Caspian Sea,Russia,,Kuvykin (ex-Sarmatskoe),Kuvykin (ex-Sarmatskoe),Lukoil,Planned,Steel jacket,2017,Drilling,,,,,,,30,
,Caspian Sea,Russia,Lagansky,Rakushechnoye,Rakushechnoye,Lukoil,Planned,Steel jacket,2023,Wellhead,,,,,,,10,
,Caspian Sea,Russia,Lagansky,Rakushechnoye,Rakushechnoye,Lukoil,Planned,Steel jacket,2023,Production,Gas,Y,N,,N,N,10,
,Caspian Sea,Russia,Lagansky,Rakushechnoye,Rakushechnoye,Lukoil,Planned,Steel jacket,2024,Wellhead,,,,,,,10,
ACC-1/LQP-1,Caspian Sea,Russia,,Vladimir Filanovsky,Vladimir Filanovsky,Lukoil,Construction,Steel jacket,2014,,,N,Y,,N,N,8,"7/13: jacket about to be installed by Lukoil's Kuvykin barge
11/11: LQP-1 is to house a maximum of 125 people and to come with a helicopter pad on the topside."
ACC-2/LQP-2,Caspian Sea,Russia,,Vladimir Filanovsky,Vladimir Filanovsky,Lukoil,Construction,Steel jacket,2016,Accommodation,,N,Y,,N,N,9,
ACC-3,Caspian Sea,Russia,,Vladimir Filanovsky,Vladimir Filanovsky,Lukoil,Cancelled,Unknown Fixed,2013,Accommodation,,N,N,,N,N,8,
CPUQ/CPP,Caspian Sea,Russia,,Vladimir Filanovsky,Vladimir Filanovsky,Lukoil,Construction,Steel jacket,2015,Production,,Y,N,,N,N,8,"7/13: jacket to be installed by Lukoil's Kuvykin barge in 2013
11/11: The CPP is designed for processing and onshore transportation of oil and associated gas. The formation water will be injected into the formation after treatment. Oil treatment is conducted by means of two processing lines. The CPP will be connected to the IRP-1 and the riser block via catwalk bridges as well. The total weight of the CPP is about 21,000 tons."
Facilities Block,Caspian Sea,Russia,,Vladimir Filanovsky,Vladimir Filanovsky,Lukoil,Cancelled,Unknown Fixed,2013,Service,,,,,,N,8,
LSP-1/IRP-1,Caspian Sea,Russia,,Vladimir Filanovsky,Vladimir Filanovsky,Lukoil,Construction,Steel jacket,2014,Drilling,,N,N,Y,Y,Y,8,"4/13: jacket to be installed in May 2013, topsides in mid-2014 by Lukoil's newbuild barge Yuri Kuvykin.
11/11: The IRP-1 is to include a drilling complex for the drilling of 11 directional wells with horizontal borehole ending, a production complex for collection, measuring and transportation of production to the central processing platform (CPP), as well as a power complex. The IRP-1, which will have a total weight of 15,200 tons, is to be connected to the living quarters module (LQP-1) and the CPP via catwalk bridges. 
10/09: ice-resistant stationary drilling platform. to be installed Nov 2012"
LSP-2/IRP-2,Caspian Sea,Russia,,Vladimir Filanovsky,Vladimir Filanovsky,Lukoil,Construction,Steel jacket,2016,Production/Drilling,,N,N,Y,N,Y,9,ice-resistant stationary drilling platform. to be connected by bridge to the ACC-2
Riser Block (RB),Caspian Sea,Russia,,Vladimir Filanovsky,Vladimir Filanovsky,Lukoil,Construction,Steel jacket,2014,Production,,Y,N,,N,N,8,"7/13: jacket about to be installed by Lukoil's Kuvykin barge
11/11: The RB is meant to connect infield pipelines and export pipelines, which will be used for oil and gas transportation from the Vladimir Filanovsky and Yuri Korchagin fields to onshore facilities."
WH-2,Caspian Sea,Russia,,Vladimir Filanovsky,Vladimir Filanovsky,Lukoil,Cancelled,Steel jacket,2013,Wellhead,,,,,,Y,8,
WH-3,Caspian Sea,Russia,,Vladimir Filanovsky,Vladimir Filanovsky,Lukoil,Cancelled,Steel jacket,2013,Wellhead,,,,,,Y,8,
LSP-1,Caspian Sea,Russia,,Yuri Korchagin,Yuri Korchagin,Lukoil,Installed,Steel jacket,2009,Production/Drilling,Oil,Y,N,,,,13,
LSP-2,Caspian Sea,Russia,Lagansky,Yuri Korchagin,Yuri Korchagin,Lukoil,Installed,Steel jacket,2009,Accommodation,,N,Y,,N,N,13,"Ice-resistant accomodation platform, connected to the LSP-1 by means of a bridge."
,Caspian Sea,Russia,Lagansky,Yuri Korchagin,Yuri Korchagin phase 2,Lukoil,Planned,Steel jacket,2017,Wellhead,Oil,,,,,,13,
CPP,Caspian Sea,Russia,North Caspian,Zapadno West/Rakushechnaya,Zapadno/West Rakushechnoye,Rosneft,Possible,Steel jacket,2018,Production,Gas,,,,,,10,
IFP-01,Caspian Sea,Russia,North Caspian,Zapadno West/Rakushechnaya,Zapadno/West Rakushechnoye,Rosneft,Possible,Steel jacket,2018,Production,,,,,,,10,
IFP-02,Caspian Sea,Russia,North Caspian,Zapadno West/Rakushechnaya,Zapadno/West Rakushechnoye,Rosneft,Possible,Steel jacket,2018,Production,,,,,,,10,
MCR-A,Caspian Sea,Turkmenistan,Block 1,Magtymguly (East Livanov),Block 1 Gas Development Phase 1,Petronas Carigali,Installed,GBS,2011,Wellhead,Gas,,,,,,55,Magtymguly Collector Riser platform will collect & process the raw natural gas and transport to ogt (onshore gas terminal). Connected to MDP-A via a bridge
MDP-A,Caspian Sea,Turkmenistan,Block 1,Magtymguly (East Livanov),Block 1 Gas Development Phase 1,Petronas Carigali,Installed,Steel jacket,2008,Drilling,Gas,,,,,,60,
Saparmyrat Turkmenbashi MOPU,Caspian Sea,Turkmenistan,Block 1,Diyarbekir (Barinov),Block 1 Oil Development,Petronas Carigali,Installed,Jackup,2005,Production/Drilling,,Y,N,,N,N,55,MOPU with an FSO developing this field and Barinov and Gubkin. Livanov has one production well.  Unit was initially leased from SBM but was acquired by Petronas in 2009.
CDDP-A,Caspian Sea,Turkmenistan,Block 1,Diyarbekir (Barinov),Diyarbekir Oil Development,Petronas Carigali,Installed,Steel jacket,2014,Drilling,Oil,,,,,,53,Central Diyarbekir Drilling Platform
