FieldsBase Awarded Contract Search - Data Download,,,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 13:52 for Dirk Rook,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Region,Country,Block,Field,Project,Operator,Contract type,Work scope,Value (mil usd),Contractor,Contractor bids,Award date,Start date,End date,Duration (month),Remark
"USA, Gulf of Mexico",USA,Green Canyon - 385,Pegasus,Pegasus addition,Eni,Construction/Fabrication,subsea tree supply,,Cameron,,15 Jan 2013,15 Jan 2013,,,
"USA, Gulf of Mexico",USA,Green Canyon - 385,Pegasus,Pegasus addition,Eni,Installation,pipelay,,EMAS AMC,,16 Sep 2013,22 Sep 2013,,,
"USA, Gulf of Mexico",USA,Alaminos Canyon - 857,Perdido,Perdido,Shell,Installation,flowline installation,,Technip,,17 Jan 2008,,,,"Awarded contract covers engineering, fabrication and installation of flowline and one SCR. Deep Blue to install."
"USA, Gulf of Mexico",USA,Alaminos Canyon - 857,Perdido,Perdido,Shell,Installation,,,Acergy,"Acergy, Subsea 7",1 Feb 2008,,,,Acergy awarded umbilical installation contract.
"USA, Gulf of Mexico",USA,Alaminos Canyon - 857,Perdido,Perdido Norte,,Construction/Fabrication,Trunkline fabrication,,Tata Steel,,5 Nov 2007,,,,
"USA, Gulf of Mexico",USA,Alaminos Canyon - 857,Perdido,Perdido Stage II,Shell,Construction/Fabrication,Supply contract,,FMC,,5 Apr 2010,,,,"FMC will supply five subsea production trees and three subsea water injection trees rated at 10,000 psi. FMC will further manufacture and provide subsea and topside controls, manifold and tie-in equipment, among other systems and services"
"USA, Gulf of Mexico",USA,"Main Pass - 20, Mobile - 952, Mobile - 953","Mobile 952 (+ Mobile 953, Main Pass 20)",Petsec Removal Program - 2011,Petsec,Removal EPIC,Platform Removals,,Laredo Construction,,1 Jun 2011,22 Jun 2011,10 Aug 2011,1.6,Platform Removals in Mobile Bay and Main Pass
"USA, Gulf of Mexico",USA,,,Phase IV Pipeline Extension,Gulfstream Resources,Installation,Pipeline Installation,,,,30 Oct 2007,1 Feb 2008,5 Jul 2008,5.1,Installation awarded to Sunland Construction. Will use a spud barge for installation work.
"USA, Gulf of Mexico",USA,,Phoenix,Phoenix,Helix,Installation,,,Helix,,4 Mar 2008,1 Aug 2008,14 Nov 2008,3.4,
"USA, Gulf of Mexico",USA,Green Canyon - 237,Phoenix,Phoenix,ERT,Support,ERT scope,,Helix,,1 Nov 2012,27 Nov 2012,,,
"USA, Gulf of Mexico",USA,,Phoenix,Phoenix expansion project,Helix,Construction/Fabrication,Subsea control systems,,Proserv,,5 Feb 2014,5 Feb 2014,,,Awarded contract to supply subsea controls for three wells for Phoenix field expansion
"USA, Gulf of Mexico",USA,Main Pass - 315,Pinto (+ Cheetah),Pinto,Apache,Construction/Fabrication,Umbilical fabrication,,Duco,Duco,2 Jan 2012,2 Jan 2012,1 Jun 2012,5.0,Duco contracted to fabricate umbilical
"USA, Gulf of Mexico",USA,Green Canyon - 116,Popeye,Popeye Jumper Replacement,Shell,Installation,Install 3 Jumpers,,Oceaneering,,1 Feb 2012,12 Mar 2012,19 Mar 2012,0.2,"2,240 fsw"
"USA, Gulf of Mexico",USA,Green Canyon - 116,Popeye (+ South Timbalier 300),Popeye umbilical replacement,Shell,EPC,Umbilical Supply,,Aker Solutions,,16 Aug 2010,1 Sep 2010,8 Nov 2010,2.2,"Supply of 23.4-miles (37.7km) of electro-hydraulic steel tube umbilicals to Shell's Popeye field.Engineering, project management, and manufacturing at Aker Solutions' umbilical facility in Mobile, Alabama"
"USA, Gulf of Mexico",USA,Green Canyon - 116,Popeye (+ South Timbalier 300),Popeye umbilical replacement,Shell,Installation,pipelay,,Aker Solutions,"Aker Solutions, Technip",16 Aug 2010,22 Jan 2011,27 Feb 2011,1.2,installation of a replacement umbilical for Popeye field
"USA, Gulf of Mexico",USA,"Garden Banks - 258, Garden Banks - 260",Power Play (+ Baldpate),Power Play,Anadarko,Installation,Pipeline installation,,Helix,"Global Industries, Helix",13 Feb 2008,1 Jun 2008,19 Jun 2008,0.6,"Pipeline installation contract, workscope includes 10kn of 4-in inside 7-in pipe-in-pipe, with installation scheduled for first and second quarter of 2008."
"USA, Gulf of Mexico",USA,South Padre Is - 1113,"South Padre 1113 (+ South Padre 1059, South Padre 1111, Matagorda 527, South Padre 1073, South Padre 1133, South Padre 1166)",Prime Offshore FD removal campaign,Prime Offshore,Removal EPIC,Prime Offshore Decommissioning,25,Cal Dive,,31 Jan 2012,2 Apr 2012,30 Jun 2012,2.9,"abandonment of sixteen wells, seven pipelines and the removal of eight structures."
"USA, Gulf of Mexico",USA,Miss Canyon - 765,Princess,Princess Phase II,Shell,Installation,P4 Pipe contract,,Technip,"Global Industries, Global Industries, Helix, Subsea 7, Technip",30 Nov 2008,,,,"installation of 4 miles of 4-in rigid pipe.

4/09: Global relinquishes contract award; Shell contacted Technip to carry out work"
"USA, Gulf of Mexico",USA,Garden Banks - 293,Pyrenees,Pyrenees GoM,Newfield Exploration,Engineering,design of topsides equip for host platform,,Star Engineering,,1 Jun 2010,,,,design of topsides equipment related to the host platform for Newfield’s Pyrenees development
"USA, Gulf of Mexico",USA,Garden Banks - 293,Pyrenees,Pyrenees GoM,Newfield Exploration,Installation,Pipelay,,Helix,"Global Industries, Helix, Subsea 7, Technip",31 Aug 2011,12 Oct 2011,31 Oct 2011,0.6,
"USA, Gulf of Mexico",USA,East Breaks - 668,"Tomahawk (+ Falcon, Raptor - Pioneer)",Raptor/Tomahawk Decommissioning,Pioneer,Removal EPIC,Boa Deep C Decomissioning,,Boa Offshore,,3 Jun 2014,3 Jun 2014,24 Jun 2014,0.7,
"USA, Gulf of Mexico",USA,Miss Canyon - 292,Raton South (+ Raton),Raton South,Noble Energy,Installation,Pipelay,,Helix,,1 Feb 2011,1 Oct 2011,,,
"USA, Gulf of Mexico",USA,Garden Banks - 877,Red Hawk,Red Hawk Decommissioning,Anadarko,Removal EPIC,Decommissioning,,Helix,,1 Aug 2011,1 Oct 2011,,,Abandon well SS002
"USA, Gulf of Mexico",USA,"Garden Banks - 876, Garden Banks - 877",Red Hawk,Red Hawk Decommissioning,Anadarko,Removal EPIC,SCR removal/decom from Red Hawk,,Technip,,,25 Apr 2012,31 May 2012,1.2,SCR dewatering and removal
"USA, Gulf of Mexico",USA,,Red Hawk,Red Hawk Decommissioning,Anadarko,Installation,Riser replacement scope,,Technip,,1 Aug 2012,1 Aug 2012,19 Sep 2012,1.6,
"USA, Gulf of Mexico",USA,Eugene Island - 338,Eugene Island 330,Riker - Eugene Island 338,"Arena Offshore, LLC",Construction/Fabrication,platform construction,,J. Ray McDermott,J. Ray McDermott,10 Dec 2010,10 Dec 2010,1 Jul 2012,18.7,platform K construction
"USA, Gulf of Mexico",USA,Eugene Island - 338,Eugene Island 330,Riker - Eugene Island 338,"Arena Offshore, LLC",Installation,Platform jacket installation,,OSFI,,1 Nov 2011,15 Apr 2012,,,OSFI's Swing Thompson and William Kallop to install platform K's jacket/later install platform rig
"USA, Gulf of Mexico",USA,Eugene Island - 338,Eugene Island 330,Riker - Eugene Island 338,"Arena Offshore, LLC",Installation,Pipeline installation,,IOS,,5 Jun 2012,20 Jul 2012,21 Aug 2012,1.0,
"USA, Gulf of Mexico",USA,Garden Banks - 339,Sargent (+ Spectacular Bid),Sargent,Deep Gulf Energy,Construction/Fabrication,Umbilical supply,,Oceaneering,Oceaneering,1 Apr 2009,,,,Oceaneering to supply field's umbilical
"USA, Gulf of Mexico",USA,Garden Banks - 339,Sargent (+ Spectacular Bid),Sargent,Deep Gulf Energy,Installation,flowline & umbilical,,Helix,"Acergy, Helix, Subsea 7",28 Jul 2009,15 Dec 2009,,,Installation planned for 4Q2009/1Q2010; pipe to be welded in at new spoolbase in Ingleside
"USA, Gulf of Mexico",USA,Keathley Canyon - 875,Lucius,SEKCO,"SEKCO Energy, Inc.",Installation,Pipelay,,Allseas,,,18 Dec 2012,25 Mar 2013,3.2,
"USA, Gulf of Mexico",USA,East Breaks - 646,"Nansen, Shackleton/DP1",Shackleton/DP1,Anadarko,Installation,Pipelay,,Helix,"Helix, Oceaneering",31 Jul 2008,15 Nov 2008,22 Nov 2008,0.2,workscope includes flowline and umbilical installation
"USA, Gulf of Mexico",USA,,Shenzi,Shenzi,BHP Billiton,Installation,Flowline installation,,Technip,Technip,23 Oct 2007,19 Dec 2007,24 Mar 2008,3.1,"**ESTIMATED TIMING**

Installation of flowlines, risers, and subsea structures."
"USA, Gulf of Mexico",USA,Green Canyon - 654,Shenzi,Shenzi,BHP Billiton,Installation,Fowline installation,,Technip,Technip,28 Nov 2007,27 Jan 2008,16 Apr 2008,2.6,
"USA, Gulf of Mexico",USA,,Shenzi,Shenzi,BHP Billiton,Installation,Umbilical and subsea installation,,Saipem,,9 Apr 2007,1 Feb 2008,30 Nov 2008,9.9,Umbilical installation and installation of 3 subsea manifolds and jumpers.
"USA, Gulf of Mexico",USA,,Shenzi,Shenzi,BHP Billiton,Installation,Install suction piles,,Aker Marine Contractors,,11 Apr 2008,16 Jul 2008,14 Nov 2008,4.0,"08/09 install 9 suction piles, 3 distribution mounting bases, 1 ss manifold, 1 gas lift distribution unit, 23 jumpers, 66 flying leads, 8 spool pieces, ss tree, 4 control PODs, also pipeline pressure test commissioning for 2 of the 3 drill centers."
"USA, Gulf of Mexico",USA,Green Canyon - 653,Shenzi,Shenzi,BHP Billiton,Support,ROV support,,Saipem,,10 Oct 2008,6 Jan 2009,29 Jan 2009,0.8,
"USA, Gulf of Mexico",USA,Green Canyon - 654,Shenzi,Shenzi North,BHP Billiton,EPC,Tree supply,,Cameron,,1 Sep 2011,1 Sep 2011,,,Shenzi North tree supply
"USA, Gulf of Mexico",USA,Green Canyon - 654,Shenzi,Shenzi North,BHP Billiton,EPIC,Shenzi North pipelay installation,,Contractor TBC,,1 Sep 2011,1 Feb 2012,,,
"USA, Gulf of Mexico",USA,,Shenzi,Shenzi North,BHP Billiton,Support,Support scope for BHP,,Technip,,17 Sep 2013,9 Oct 2013,,,
"USA, Gulf of Mexico",USA,Green Canyon - 654,Shenzi,Shenzi Water injection,BHP Billiton,Installation,flowlines & risers,,Technip,Technip,16 Aug 2010,1 Aug 2011,,,installation of flowlines & risers
"USA, Gulf of Mexico",USA,Green Canyon - 654,Shenzi,Shenzi Water injection,BHP Billiton,EPIC,EPIC - umbilicals,,Subsea 7,Subsea 7,19 Feb 2011,1 Sep 2011,,,EPIC - umbilicals
"USA, Gulf of Mexico",USA,Green Canyon - 654,Shenzi,Shenzi Water injection,BHP Billiton,Support,BHP work scope,,Veolia,,4 Mar 2013,14 Mar 2013,4 Apr 2013,0.7,
"USA, Gulf of Mexico",USA,Green Canyon - 654,Shenzi,Shenzi Water injection Ph2,BHP Billiton,EPC,Tree supply,,OneSubsea,,13 Jun 2013,1 Oct 2013,,,tree supply for Shenzi enhancement project
"USA, Gulf of Mexico",USA,Ship Shoal - 189,Ship Shoal 189,Ship Shoal 189 phase II,Walter Oil & Gas,Installation,Pipelay,,Cal Dive,,6 Jun 2008,25 Aug 2008,5 Sep 2008,0.4,
"USA, Gulf of Mexico",USA,Ship Shoal - 238,Ship Shoal 238,Ship Shoal 238 - Hall Houston,Hall-Houston Oil,Installation,platform installation,,Cal Dive,,30 Oct 2012,12 Nov 2012,14 Nov 2012,0.1,
"USA, Gulf of Mexico",USA,Ship Shoal - 238,Ship Shoal 238,Ship Shoal 238 - Hall Houston,,Installation,pipelay scope,,Bisso Marine,,17 Apr 2013,1 May 2013,10 May 2013,0.3,pipelay contract awarded to Bisso
"USA, Gulf of Mexico",USA,Ship Shoal - 246,Ship Shoal 246,Ship Shoal 246,Eni,Removal EPIC,remove Platform H,,Manson Gulf LLC,,1 Jan 2009,22 Jun 2009,27 Jun 2009,0.2,
"USA, Gulf of Mexico",USA,Ship Shoal - 248,Ship Shoal 248,Ship Shoal 248,Dominion E&P,Removal EPIC,Decommissioning,,Cal Dive,,1 Oct 2014,14 Oct 2014,,,
"USA, Gulf of Mexico",USA,Ship Shoal - 269,Ship Shoal 274,Ship Shoal 269 2011 Removals,Maritech Resources,Removal EPIC,Platform Removals,,TETRA,,1 Feb 2011,,,,
"USA, Gulf of Mexico",USA,Ship Shoal - 291,Ship Shoal 291,Ship Shoal 291,Monforte,Support,Prep work,,Global Industries,,1 Jun 2009,21 Jul 2009,28 Jul 2009,0.2,06/09 Also dive support for the Chickasaw
"USA, Gulf of Mexico",USA,Ship Shoal - 291,Ship Shoal 291,Ship Shoal 291,Monforte,Installation,"8"" Pipelay",,Global Industries,,1 Jun 2009,25 Jul 2009,31 Jul 2009,0.2,1.73 miles
"USA, Gulf of Mexico",USA,Mobile - 826,Sleeping Bear,Sleeping Bear,Devon Energy,Installation,topsides instal.,,Manson Gulf LLC,,1 Feb 2008,21 May 2009,26 May 2009,0.2,
"USA, Gulf of Mexico",USA,South Timbalier - 49,Smoothie,Smoothie,Mariner Energy,Installation,Pipelay,,McDermott,,2 Feb 2009,6 Apr 2009,,,2.24 mile pipelay 4-in and 0.2 mile 6-in
"USA, Gulf of Mexico",USA,South Marsh Is - 147,South Marsh 147,South Marsh 147,Fieldwood Energy,Removal EPIC,Conductor Removals,,Diamond Services,,1 Oct 2014,16 Oct 2014,,,Removal of conductors on the field
"USA, Gulf of Mexico",USA,South Marsh Is - 192,South Marsh 192,South Marsh 192,"Arena Offshore, LLC",Installation,hot tap,,Epic Divers,,1 Apr 2009,16 Apr 2009,7 May 2009,0.7,Arena offshore
"USA, Gulf of Mexico",USA,South Marsh Is - 192,South Marsh 192,South Marsh 192,"Arena Offshore, LLC",Installation,Hot tap for Arena,,Epic Divers,,1 Apr 2009,3 Jun 2009,7 Jun 2009,0.1,Arena Offshore
"USA, Gulf of Mexico",USA,"East Cameron - 57, South Marsh Is - 252, South Marsh Is - 253","South Marsh 252 (+ East Cameron 57, South Marsh 253)",South Marsh 252 - Removal,Merit Energy,Removal EPIC,Platform Removals,,TETRA,,,8 Sep 2011,11 Oct 2011,1.1,"Removal of EC 57 platform JA,JB,JC and SM 252 Platform A and 3"
"USA, Gulf of Mexico",USA,South Marsh Is - 49,South Marsh 48,South Marsh 48,Maritech Resources,Removal EPIC,Debris removal,,TETRA,,,23 Aug 2010,26 Aug 2010,0.1,
"USA, Gulf of Mexico",USA,South Marsh Is - 10,South Marsh 6,South Marsh 6 - Byron,Mariner Energy,Construction/Fabrication,Caission Fab,,Twin Brothers,,17 Oct 2013,17 Oct 2013,,,Twin Brothers to fabricate caisson. Caisson to serve as protective device in event that exploration well is successful.
"USA, Gulf of Mexico",USA,South Pass - 49,South Pass 49,South Pass 49,Chevron,Support,prep work,,Global Industries,,15 Jun 2009,29 Jul 2009,18 Aug 2009,0.7,07/09 also dive support for the Chickasaw
"USA, Gulf of Mexico",USA,South Pass - 49,South Pass 49,South Pass 49,Chevron,Installation,"10"" pipelay",,Global Industries,,15 Jun 2009,12 Aug 2009,20 Aug 2009,0.3,"Replacing mile section of existing 10"" pipe"
"USA, Gulf of Mexico",USA,South Timbalier - 220,South Timbalier 220,South Timbalier 220,Walter Oil & Gas,Support,Relief well support,,"Wild Well Control, Inc.",,25 Jul 2013,28 Jul 2013,,,
"USA, Gulf of Mexico",USA,South Timbalier - 220,South Timbalier 220,South Timbalier 220,Walter Oil & Gas,Support,topsides support,,Crossmar,,24 Jul 2013,29 Jul 2013,,,
"USA, Gulf of Mexico",USA,South Timbalier - 223,South Timbalier 223,South Timbalier 223 - Removal,Walter Oil & Gas,Removal EPIC,Platform Removal,,Bisso Marine,,11 Jul 2011,,,,
"USA, Gulf of Mexico",USA,South Timbalier - 232,South Timbalier 232 (+ South Timbalier 265),South Timbalier 232,LLOG,Installation,Platform Installation,,OSFI,,25 Dec 2013,11 Feb 2014,21 Feb 2014,0.3,William Kallop to install refurbished Platform for LLOG's ST 232 project.
"USA, Gulf of Mexico",USA,South Timbalier - 250,South Timbalier 250,South Timbalier 250,Magnum Hunter,Removal EPIC,Debris removal,,Manson Gulf LLC,,5 Aug 2008,18 Oct 2008,25 Oct 2008,0.2,
"USA, Gulf of Mexico",USA,Green Canyon - 468,Stampede,Stampede (Pony/Knotty Head),,FEED,"Subsea prod sys, hull & mooring syst",,IntecSea,IntecSea,7 Nov 2008,,31 Mar 2009,,IntecSea awarded engineering contract for Pony
"USA, Gulf of Mexico",USA,Green Canyon - 468,Stampede,Stampede (Pony/Knotty Head),Hess,FEED,Topsides FEED,,Mustang Engineering,Mustang Engineering,14 Oct 2008,,2 Dec 2014,,FEED for topsides facilities. (Mustang carried out FEED works back in 2008 and has refreshed FEED as project has evolved).
"USA, Gulf of Mexico",USA,Green Canyon - 468,Stampede,Stampede (Pony/Knotty Head),Hess,FEED,Hull FEED,,WorleyParsons,,19 Sep 2008,1 Aug 2008,31 Dec 2008,5.0,
"USA, Gulf of Mexico",USA,Green Canyon - 468,Stampede,Stampede (Pony/Knotty Head),Hess,FEED,FEED competition,,,,23 Apr 2013,23 Apr 2013,,,FEED competition for wet tree TLP; update costs and design scope
"USA, Gulf of Mexico",USA,Green Canyon - 468,Stampede,Stampede (Pony/Knotty Head),Hess,EPCM,EPCM hull and mooring systems,,Modec,Modec,3 May 2013,3 May 2013,,,"7/13 pre-sanctioned EPCM contract for hull and mooring systems, contingent on sanction"
"USA, Gulf of Mexico",USA,Walker Ridge - 508,Stones,Stones,Shell,FEED,field FEED,,,,,1 Aug 2011,2 May 2012,9.0,6-8 month FEED scope
"USA, Gulf of Mexico",USA,Walker Ridge - 508,Stones,Stones,Shell,EPC,EPC subsea,,FMC,,23 May 2013,23 May 2013,,,
"USA, Gulf of Mexico",USA,Walker Ridge - 508,Stones,Stones,Shell,EPIC,5 topside modules FPSO Stones,,Exterran,,16 Jul 2013,17 Jul 2013,31 Dec 2014,17.4,
"USA, Gulf of Mexico",USA,Walker Ridge - 508,Stones,Stones,Shell,EPC,hull conversion,,Keppel FELS,"Keppel FELS, Keppel FELS",22 Jul 2013,22 Jul 2013,,,Conversion work for leased FPSO expected to be carried out by Keppel yard
"USA, Gulf of Mexico",USA,Walker Ridge - 508,Stones,Stones,Shell,EPC,8 units of topside modules FPSO Stones,,Dyna-Mac,,22 Jul 2013,22 Jul 2013,,,topside modules for FPSO being fabricated by local yards in Singapore
"USA, Gulf of Mexico",USA,Walker Ridge - 508,Stones,Stones,Shell,EPIC,subsea infrastructure,,Technip,"Subsea 7, Technip",23 Aug 2013,1 Sep 2014,,,installation of subsea production system and Stones lateral gas ppl. Overall project management. to be performed by Deep Blue 2H14
"USA, Gulf of Mexico",USA,Walker Ridge - 508,Stones,Stones,Shell,Lease,Lease for FPSO,"2,100",SBM,SBM,22 Jul 2013,1 Mar 2016,1 Mar 2026,119.7,7/13: The contracts include an initial period of 10 years with future extension options up to a total of 20 years.
"USA, Gulf of Mexico",USA,Vermilion - 170,Swimmy,Swimmy,Contango Oil & Gas,Installation,pipelay,,Contractor TBC,,14 Jun 2011,,,,Contango say it has already awarded pipelay scope - undisclosed
"USA, Gulf of Mexico",USA,,Tahiti,Tahiti,Chevron,Installation,Heavylift installation,,Heerema,,,26 Feb 2008,16 May 2008,2.6,
"USA, Gulf of Mexico",USA,,Tahiti,Tahiti,Chevron,Installation,Flowline installation,,J. Ray McDermott,,,22 Jan 2009,17 Feb 2009,0.9,
"USA, Gulf of Mexico",USA,,Tahiti,Tahiti,Chevron,Installation,Jumper installation,,J. Ray McDermott,,,18 Feb 2009,30 Mar 2009,1.3,
"USA, Gulf of Mexico",USA,Green Canyon - 597,Tahiti,Tahiti - IRM,Chevron,Support,Lewek Falcon ROV work at Tahiti,,EMAS AMC,,28 Apr 2014,28 Apr 2014,,,
"USA, Gulf of Mexico",USA,"Green Canyon - 640, Green Canyon - 641",Tahiti,Tahiti Phase II,Chevron,EPC,SS EPC,83,Cameron,,20 Jan 2009,1 Oct 2009,1 Jan 2012,27.0,01/09: Cameron has been awarded a USD 83 million subsea productions systems job.
"USA, Gulf of Mexico",USA,,Tahiti,Tahiti Phase II,Chevron,Support,support,,Veolia,,12 Sep 2012,27 Sep 2012,10 Oct 2012,0.4,
"USA, Gulf of Mexico",USA,Viosca Knoll - 784,Tahoe (+ Tahiti),Tahoe Phase II,Chevron,Installation,SS7 engineering & installation,,Subsea 7,,21 Feb 2011,21 Feb 2011,31 Jul 2012,17.2,"The work scope includes installation of one 7.5-in, 2.4-mile flexible riser, a 4-in, 0.8 mile umbilical, five rigid well jumpers, 10 electrical flying leads and seven steel flying leads"
"USA, Gulf of Mexico",USA,Miss Canyon - 941,Telemark Hub,Telemark Hub Phase I,ATP Oil & Gas,Installation,EPIC subsea,,Technip,,12 May 2009,13 Oct 2009,8 Jan 2010,2.9,"EPIC flowlines, riser, option for umbilical and subsea structures"
"USA, Gulf of Mexico",USA,Miss Canyon - 941,Telemark Hub,Telemark Hub Phase I,ATP Oil & Gas,Installation,Topsides installation & piles,,J. Ray McDermott,,,26 Oct 2009,28 Mar 2010,5.0,Staying on field for support
"USA, Gulf of Mexico",USA,Miss Canyon - 941,Telemark Hub,Telemark Hub Phase I,Bluewater,Support,Support,,Clough Offshore,,16 Nov 2009,16 Nov 2009,31 Dec 2009,1.5,
"USA, Gulf of Mexico",USA,Atwater Valley - 63,Telemark Hub,Telemark Hub Phase II,ATP Oil & Gas,Construction/Fabrication,Topsides fabrication,,Gulf Island Fabrication,,18 Jun 2008,,,,Topsides to be delivered in 2010. Also awarded hull fabrication.
"USA, Gulf of Mexico",USA,Atwater Valley - 63,Telemark Hub,Telemark Hub Phase II,ATP Oil & Gas,Construction/Fabrication,Hull fabrication,,Gulf Island Fabrication,,25 Apr 2008,25 Apr 2008,10 Jan 2010,20.5,"Hull is to be delivered in 2010, though exact timing is under negotiation at present - 4/25/08"
