FieldsBase Field Search - Data Download,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 13:44 for Dirk Rook,,,,,,,,,,
,,,,,,,,,,
Filters:,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Name,Region,Country,Block,Project,Operator,Status,Production type,Production start date,Water depth (m),Remark
Cheetah,"USA, Gulf of Mexico",USA,Main Pass - 310,"Cheetah, Pinto",Shell,Production,,1 Jul 1983,78,
Cheyenne East,"USA, Gulf of Mexico",USA,Lloyd Ridge - 400,Cheyenne East,Anadarko,Production,Gas,29 Feb 2012,"2,810",
Chilkoot,"USA, Gulf of Mexico",USA,Green Canyon - 320,Chilkoot,Anadarko,Sub-Commercial,,1 Jun 2005,777,
Chinook (ExxonMobil),"USA, Gulf of Mexico",USA,Main Pass - 283,Chinook,ExxonMobil,Production,,1 Jul 1999,92,
Chinook (sw),"USA, Gulf of Mexico",USA,South Pelto - 21,Chinook (sw),Bois D'Arc Resources,Production,Gas,30 Sep 2008,17,
Chopin,"USA, Gulf of Mexico",USA,Eugene Island - 334,"Chopin, Chopin IRM",Devon Energy,Production,,1 Aug 2006,76,12/05: potential for two platforms + pipeline as per docd.
Chuck,"USA, Gulf of Mexico",USA,Walker Ridge - 278,,Devon Energy,Sub-Commercial,,,"1,974",Diamond Offshore's Ocean Endeavour drilling prospect for Devon. Rig completed operations Feb 19. Announcement is pending 4/3/08
Cinnamon,"USA, Gulf of Mexico",USA,Green Canyon - 89,"Cinnamon, Apache 2013 Phase I removals",Shell,Production,,1 Dec 1998,227,"Aug97:fast-track after successful no2 well.Tripod plt inst nov 98. 1st well flowed 1,930b/d+1.4 mmscf/d dec 98. 5 more wells to follow"
Claymore,"USA, Gulf of Mexico",USA,Atwater Valley - 140,,Anadarko,Discovery,,,"1,127",
Cleopatra Pipeline,"USA, Gulf of Mexico",USA,Green Canyon - 645,,BP,Production,,,"1,199",01/06: one line laid over 2 yrs; exports holstein w/ mad dog lateralties in further on
Clipper,"USA, Gulf of Mexico",USA,"Green Canyon - 299, Green Canyon - 300","Clipper, Clipper IRM",ATP Oil & Gas,Production,Oil & Gas,15 Mar 2013,"1,036",4/11: permit to complete No.2 well received. Drilling to begin 2011. Offshore installation works likely deferred to 2012.
Cobra,"USA, Gulf of Mexico",USA,Alaminos Canyon - 810,,Statoil,Prospect,,,"2,342",
Cognac,"USA, Gulf of Mexico",USA,Miss Canyon - 194,"Cognac, Cognac - IRM",Shell,Production,,15 Sep 1979,336,"Single integrated steel platform exporting via pipeline to shore. Covers acreage on mississippi canyon blocks 194,195,150&151."
Colonial,"USA, Gulf of Mexico",USA,Keathley Canyon - 383,,Hess,Prospect,,,"2,042",
Condor,"USA, Gulf of Mexico",USA,Green Canyon - 448,Condor,Deep Gulf Energy,Production,Oil,5 Jun 2011,995,
Conger,"USA, Gulf of Mexico",USA,Garden Banks - 215,"Conger, Conger Ph2, Conger IRM",Hess,Production,,30 Nov 2000,444,Subsea tie-back to shell salsa platform on enchilada field.Possible conger east prospect now shown to be part of main reservoir (7/99)
Conquest,"USA, Gulf of Mexico",USA,Green Canyon - 767,,Anadarko,Discovery,,,"1,615","Lease set to expire 6/30/2013

In 2005, the exploration well was permanently abandoned. No further development plans have been submitted since."
Constitution,"USA, Gulf of Mexico",USA,"Green Canyon - 679, Green Canyon - 680","Constitution, Caesar-Tonga",Anadarko,Production,,27 Mar 2006,"1,548",Hull 554 feet long; diameter 98 feet; technip doing engineering and construction -- finland; 5 dry trees; 1 subsea well;
Coon Point,"USA, Gulf of Mexico",USA,Ship Shoal - 26,"Coon Point, Coon Point removals","Chevron, Forest Oil, Texas Gas, Getty Reserve Oil",Abandoned,,1 Jul 1966,3,
Coon Point,"USA, Gulf of Mexico",USA,Chandeleur - 25,Coon Point,BP,Planned,,1 Jul 1966,,
Cooper,"USA, Gulf of Mexico",USA,"Garden Banks - 387, Garden Banks - 388",Cooper,Enserch,Abandoned,,27 Sep 1995,668,Converted semi glomar biscay 1 dev field with pipe to eugene isld. Cal dive decommissioning 7/99. Eex upgrading mps for sale or reuse.
Copper,"USA, Gulf of Mexico",USA,"Green Canyon - 689, Green Canyon - 733, Green Canyon - 777",Copper,Freeport-McMoran,Discovery,Oil,1 Jun 2016,"1,336",Freeport McMoRan prospect; proposes to begin drilling exploration wells July 2014
Cornelius,"USA, Gulf of Mexico",USA,Miss Canyon - 390,,Newfield Exploration,Prospect,,,"2,128",5/4/11 - Newfiled files exploration plan - includes plans for four exploration wells.
Corona,"USA, Gulf of Mexico",USA,East Breaks - 161,Corona,Unocal,Production,,30 Sep 2001,337,"No.2 well tested 1,444 b/d oil and 1.56 mmcf/d gas. Jul01 well due onstream after modifics complete on existg prod facilities"
Coronado,"USA, Gulf of Mexico",USA,"Walker Ridge - 143, Walker Ridge - 98",,Chevron,Discovery,,,"1,734","2/14: Discoverer India drilling appraisal well

3/13: encountered 400ft of net oil pay; additional evaluation necessary to determine extent of the resource"
Cottonwood,"USA, Gulf of Mexico",USA,Garden Banks - 244,Cottonwood,Petrobras,Production,Gas,1 Feb 2007,655,05/06: project also incl laying of pipe from ec 373 to gb 72.
Courageous,"USA, Gulf of Mexico",USA,"High Island - 130, High Island - 165",Courageous,Statoil,Production,,1 Jul 2006,15,
Cove,"USA, Gulf of Mexico",USA,Matagorda Is - 487-L,Cove,Torch Energy,Production,,1 Jul 1996,20,
Covington,"USA, Gulf of Mexico",USA,Green Canyon - 810,,,Prospect,,,"1,188",Lease expires 6/30/2011
Crater Lake,"USA, Gulf of Mexico",USA,Miss Canyon - 322,Crater Lake,Walter Oil & Gas,Production,,1 Jul 2001,223,
Crested Butte,"USA, Gulf of Mexico",USA,Green Canyon - 242,,Nexen,Sub-Commercial,,,867,05/05: dev plan mid-2005. Options includes/s t/back to aspen or bullwinkle. Or mobile unit to act as deepwater hub
Criollo,"USA, Gulf of Mexico",USA,Green Canyon - 685,,Cobalt Intl,Sub-Commercial,,,"1,719",
Crosby,"USA, Gulf of Mexico",USA,Miss Canyon - 899,"Crosby, Pastel Pink, Crosby - IRM",Shell,Production,,20 Aug 2001,"1,340",3 subsea trees around 6-slot manifold tied to ursa TLP. 1st tree in place 3q01. Helix installed 6-in line in 2005 -- incremental devel.
Cruiser,"USA, Gulf of Mexico",USA,West Cameron - 296,,,Sub-Commercial,,,14,"Cruiser prospect was drilled to a total depth of 17,785 feet and encountered over 200 feet of sand in the Lower Miocene target. Although good hydrocarbons shows were encountered in the objective interval, logs indicated porosity and hydrocarbon saturation too low to be commercial."
Crystal,"USA, Gulf of Mexico",USA,Miss Canyon - 365,"Crystal, Longhorn, Appaloosa",Samedan,Production,,1 Jul 1991,189,
Cyclops,"USA, Gulf of Mexico",USA,Atwater Valley - 8,,Shell,Discovery,,,956,Listed by mms. No further details. Apr02.
Cypress,"USA, Gulf of Mexico",USA,Ewing Bank - 989,Cypress,"Anadarko, W & T Offshore",Production,,16 Apr 2007,299,
Cypress,"USA, Gulf of Mexico",USA,Miss Canyon - 842,,Nexen,Prospect,,,672,5/12: Nexen proposes to drill exploration wells beginning Oct 2012
Cyrus,"USA, Gulf of Mexico",USA,High Island - A-582,Cyrus,Chevron,Production,,15 Apr 2002,134,
Dalmatian,"USA, Gulf of Mexico",USA,"DeSoto Canyon - 4, DeSoto Canyon - 47, DeSoto Canyon - 48",Dalmatian,Murphy,Production,Oil & Gas,20 Apr 2014,"1,786",7/12: Murphy plans to sanction in 2012; first production 1Q2015
Dalmatian South,"USA, Gulf of Mexico",USA,DeSoto Canyon - 134,Dalmatian South,Murphy,Planned,,1 Jan 2016,"1,959",Murphy evaluating development options
Damascus,"USA, Gulf of Mexico",USA,Walker Ridge - 581,,Chevron,Prospect,,,,Devon and Chevron to spud well during the third quarter of 2008. 5/08
Daniel Boone,"USA, Gulf of Mexico",USA,Green Canyon - 646,Daniel Boone,W & T Offshore,Production,,28 Sep 2009,"1,280",
Danny-Noonan,"USA, Gulf of Mexico",USA,"East Cameron - 381, Garden Banks - 506","Noonan, Danny, Danny 2 (aka Kathleen)",,Production,,25 Aug 2008,822,
Daredevil,"USA, Gulf of Mexico",USA,Lloyd Ridge - 95,,Anadarko,Sub-Commercial,Gas,,"3,048",Hit uncommercial gas pays 11/2005
Das Bump,"USA, Gulf of Mexico",USA,Walker Ridge - 724,,,Sub-Commercial,,,"2,314",
Davy Jones,"USA, Gulf of Mexico",USA,"South Marsh Is - 230, South Marsh Is - 231, South Marsh Is - 234",Davy Jones,McMoRan,Construction,,3 Nov 2014,6,
Dawson Deep,"USA, Gulf of Mexico",USA,"Garden Banks - 625, Garden Banks - 668, Garden Banks - 669",Dawson Deep,Anadarko,Production,,1 Aug 2006,870,Preparing side-track for appraisal. Adjacent gunnison spar facility field 4.8km from gunnsion development11/05 devel plan soon
Daytona,"USA, Gulf of Mexico",USA,Green Canyon - 872,,,Prospect,,,"2,274",
Deep Blue,"USA, Gulf of Mexico",USA,Green Canyon - 723,,Noble Energy,Sub-Commercial,,,"1,554",7/12: Noble announces it will not continue with appraisal of Deep Blue at this time
Deep Tern,"USA, Gulf of Mexico",USA,Eugene Island - 193,"Deep Tern, McMoRan 2012 decommissioning program",McMoRan,Production,Gas,2 Apr 2001,26,
Delta Duck,"USA, Gulf of Mexico",USA,,Delta Duck,Chevron,Production,,1 Jul 1992,,
Delta House,"USA, Gulf of Mexico",USA,"Miss Canyon - 208, Miss Canyon - 209, Miss Canyon - 254, Miss Canyon - 299, Miss Canyon - 300, Miss Canyon - 387, Miss Canyon - 431",Delta House,LLOG,Construction,Oil & Gas,16 Mar 2015,"1,724",
Devil's Island,"USA, Gulf of Mexico",USA,Garden Banks - 344,,ERT,Sub-Commercial,,,701,dryhole
Devil's Tower,"USA, Gulf of Mexico",USA,Miss Canyon - 773,"Devil's Tower, Bass Lite, Thunder Bird, Devil's Tower - IRM, Kodiak",Eni,Production,,5 May 2004,"1,709","Poss 100m boe? mini-tlp, truss spar  dev. Area hub facility. Oil pipe= mountaineer (150,000b/d) Gas= canyon chief 350mmcf/d"
Diamond,"USA, Gulf of Mexico",USA,Miss Canyon - 445,Diamond,Anadarko,Abandoned,,1 Jul 1993,636,Subsea back to west delta 152 'a' platform. Orig 3 well development additional well in 1994. Production ceased 1999?
Diamond (Murphy),"USA, Gulf of Mexico",USA,Lloyd Ridge - 370,Diamond - Murphy,Murphy,Possible,Gas,30 Aug 2016,"3,050",
Dice,"USA, Gulf of Mexico",USA,Ewing Bank - 977,Dice,Walter Oil & Gas,Production,,1 Jul 1996,143,
Dionysus,"USA, Gulf of Mexico",USA,Viosca Knoll - 864,,ConocoPhillips,Discovery,,,518,No further info also spelt dionysis.
Doc Holiday,"USA, Gulf of Mexico",USA,South Timbalier - 75,,Stone Energy,Discovery,,,19,
Dracula,"USA, Gulf of Mexico",USA,Ship Shoal - 180,Dracula,Anadarko,Production,,1 Jul 1993,22,
Droshky,"USA, Gulf of Mexico",USA,Green Canyon - 244,Droshky,Marathon,Production,Oil,19 Jul 2010,884,tieback to bullwinkle
Dulcimer,"USA, Gulf of Mexico",USA,Garden Banks - 367,Dulcimer,Mariner Energy,Production,,20 Apr 1999,340,Single well tied to garden banks 236 platform. Damaged pipe delayed startup slighty.Initial prodn 60 mmscf/d gas but 20 mmscf/d by 2q00
Durango,"USA, Gulf of Mexico",USA,Garden Banks - 667,Durango,Anadarko,Production,,1 Jul 2003,953,
Dutch,"USA, Gulf of Mexico",USA,Eugene Island - 10,Dutch,Contango Oil & Gas,Production,,1 Jul 2007,3,
East Bay,"USA, Gulf of Mexico",USA,South Pass - 27,East Bay,Shell,Production,,1 Jul 1991,11,
East Breaks 109,"USA, Gulf of Mexico",USA,East Breaks - 110,East Breaks 109,PANACO,Production,,1 Jul 1984,,
East Breaks 110,"USA, Gulf of Mexico",USA,East Breaks - 110,"East Breaks 110, Lost Ark",PANACO,Production,,1 Jul 1984,201,
East Breaks 112,"USA, Gulf of Mexico",USA,East Breaks - 112,"East Breaks 112, East Breaks 112 - Removal","Agip, Eni",Abandoned,,1 Jul 1995,198,
East Breaks 114,"USA, Gulf of Mexico",USA,East Breaks - 114,East Breaks 114,Unocal,Abandoned,,30 Apr 2001,209,"No drilling until 9/00, but if successful expect on stream end 2000 five more wells due 2001. 6-in line to c.Ligera. Gas?? per mms 2003"
East Breaks 117,"USA, Gulf of Mexico",USA,East Breaks - 117,East Breaks 117,ExxonMobil,Production,,1 Jul 1995,198,
East Breaks 157,"USA, Gulf of Mexico",USA,East Breaks - 157,"East Breaks 157, East Breaks 157 Phase II",Eni,Production,,1 Jun 2005,281,
East Breaks 164,"USA, Gulf of Mexico",USA,East Breaks - 164,"East Breaks 164, EB 164 Decommissioning",Mariner Energy,Abandoned,,1 Jul 2001,230,Subsea tieback to panaco's snapper platform in eb165. 1st prod expect late 01/early02. Initl prod 15mmcf/d gas 20b/d oil
East Breaks 168,"USA, Gulf of Mexico",USA,East Breaks - 168,East Breaks 168,Walter Oil & Gas,Production,,1 Jun 1997,137,
East Breaks 430,"USA, Gulf of Mexico",USA,East Breaks - 430,East Breaks 430,Walter Oil & Gas,Production,,15 Jan 2006,696,
East Breaks 646,"USA, Gulf of Mexico",USA,East Breaks - 646,Eriksson,,Sub-Commercial,Oil & Gas,1 Jul 2014,"1,109",
East Breaks 985,"USA, Gulf of Mexico",USA,East Breaks - 985,,,Planned,,,,
East Cameron - 169,"USA, Gulf of Mexico",USA,East Cameron - 169,East Cameron - 169,ERT,Abandoned,Oil & Gas,31 Aug 2007,25,
East Cameron 104,"USA, Gulf of Mexico",USA,East Cameron - 104,East Cameron 104,Anadarko,Production,,1 Jul 1980,20,
East Cameron 106,"USA, Gulf of Mexico",USA,East Cameron - 106,East Cameron 106,Anadarko,Production,,1 Jul 1989,21,
East Cameron 109,"USA, Gulf of Mexico",USA,East Cameron - 109,East Cameron 109,Energy Partners,Production,,1 Jul 1990,20,12/06: gas discovery
East Cameron 111,"USA, Gulf of Mexico",USA,East Cameron - 111,"East Cameron 111, East Cameron 111 Phase 2",Cabot Oil & Gas,Production,,1 Jul 2005,20,
East Cameron 117,"USA, Gulf of Mexico",USA,East Cameron - 117,East Cameron 117,Cockrell,Production,,1 Jul 1973,18,
East Cameron 118,"USA, Gulf of Mexico",USA,East Cameron - 118,East Cameron 118,"Cockrell, Enron, CGN Producing",Production,,1 Jul 1973,20,
East Cameron 121,"USA, Gulf of Mexico",USA,"East Cameron - 121, East Cameron - 122",East Cameron 121,"Energy Partners, Stone Energy",Production,,1 Jul 1987,23,
East Cameron 122,"USA, Gulf of Mexico",USA,East Cameron - 122,East Cameron 122,Energy Partners,Production,,1 Jul 1987,23,
East Cameron 128,"USA, Gulf of Mexico",USA,East Cameron - 128,East Cameron 128,PSI Inc,Production,,1 Jul 1988,24,
East Cameron 129,"USA, Gulf of Mexico",USA,East Cameron - 129,East Cameron 129,"American Exploration, Sandefer Offshore",Production,,1 Jul 1983,24,
East Cameron 131,"USA, Gulf of Mexico",USA,East Cameron - 131,"East Cameron 131, East Cameron 131 Phase II",BP,Abandoned,,1 Jul 1984,25,
East Cameron 138,"USA, Gulf of Mexico",USA,East Cameron - 138,East Cameron 138,Nippon Oil,Production,,1 Jul 1995,25,
East Cameron 14,"USA, Gulf of Mexico",USA,"East Cameron - 14, East Cameron - 26, East Cameron - 31","East Cameron 14, East Cameron 14 Phase II","ExxonMobil, Mariner Energy, Sonat Exploration",Production,,1 Jul 1969,13,
East Cameron 140,"USA, Gulf of Mexico",USA,East Cameron - 140,East Cameron 140,ERT,Abandoned,,1 Jul 2005,25,
East Cameron 142,"USA, Gulf of Mexico",USA,"East Cameron - 131, East Cameron - 142",East Cameron 142,"BP, Merit Energy",Production,,1 Jul 2001,25,
East Cameron 143,"USA, Gulf of Mexico",USA,East Cameron - 143,East Cameron 143,Chevron,Production,,1 Jul 1991,26,
East Cameron 144,"USA, Gulf of Mexico",USA,East Cameron - 144,East Cameron 144,Seneca Resources,Production,,1 Jul 2000,22,
East Cameron 148,"USA, Gulf of Mexico",USA,"East Cameron - 143, East Cameron - 148",East Cameron 148,"Chevron, Transworld Exploration",Production,,1 Jul 1991,26,
East Cameron 149,"USA, Gulf of Mexico",USA,East Cameron - 149,East Cameron 149,Seneca Resources,Abandoned,,1 Jul 1994,28,
East Cameron 151,"USA, Gulf of Mexico",USA,"East Cameron - 151, East Cameron - 157",East Cameron 151,"Anadarko, Chevron, Newfield Exploration",Abandoned,,1 Jul 1978,23,
East Cameron 152,"USA, Gulf of Mexico",USA,East Cameron - 152,East Cameron 152,Devon Energy,Production,,1 Jul 1999,22,
East Cameron 154,"USA, Gulf of Mexico",USA,East Cameron - 154,East Cameron 154,Walter Oil & Gas,Production,,1 Jul 2001,24,
East Cameron 157,"USA, Gulf of Mexico",USA,East Cameron - 157,East Cameron 157,"Anadarko, Cal Dive",Production,,1 Jul 1994,23,
East Cameron 16,"USA, Gulf of Mexico",USA,East Cameron - 16,East Cameron 16,"Unocal, Tennessee Gas Pipeline",Production,,1 Jul 1980,6,
East Cameron 160,"USA, Gulf of Mexico",USA,"East Cameron - 149, East Cameron - 160",East Cameron 160,"Energy Partners, Houston Exploration",Production,,1 Jul 1957,25,
East Cameron 161,"USA, Gulf of Mexico",USA,East Cameron - 161,East Cameron 161,Energy Partners,Production,,1 Jul 2000,24,
East Cameron 17,"USA, Gulf of Mexico",USA,East Cameron - 17,East Cameron 17,"Chevron, Quintana",Production,,1 Jul 1977,8,
East Cameron 171,"USA, Gulf of Mexico",USA,East Cameron - 171,East Cameron 171,El Paso,Production,,1 Jul 1996,24,
East Cameron 172,"USA, Gulf of Mexico",USA,East Cameron - 172,"East Cameron 172, East Cameron 172 Fieldwood",Vastar (A),Production,,1 Jul 1998,25,
East Cameron 178,"USA, Gulf of Mexico",USA,East Cameron - 178,East Cameron 178,XTO Energy,Production,Oil & Gas,31 Dec 2008,27,
East Cameron 179,"USA, Gulf of Mexico",USA,East Cameron - 179,,,Sub-Commercial,,,,
East Cameron 184,"USA, Gulf of Mexico",USA,East Cameron - 184,"East Cameron 184, ERT Platform Removals - 2012",ERT,Production,,1 Jul 2001,29,
East Cameron 185,"USA, Gulf of Mexico",USA,East Cameron - 185,"East Cameron 185, ERT Platform Removals - 2012","BP, Houston Exploration, ERT",Production,,1 Jul 1988,29,
East Cameron 188,"USA, Gulf of Mexico",USA,East Cameron - 188,East Cameron 188,"Koch, Hess",Production,,1 Jul 1991,21,
East Cameron 189,"USA, Gulf of Mexico",USA,East Cameron - 189,East Cameron 189,Koch,Production,,1 Jul 1991,29,
East Cameron 193,"USA, Gulf of Mexico",USA,"East Cameron - 188, East Cameron - 189, East Cameron - 193","East Cameron 188, East Cameron 193","El Paso, Koch, Hess",Production,,1 Jul 1993,24,
East Cameron 194,"USA, Gulf of Mexico",USA,East Cameron - 194,East Cameron 194,Fairways Offshore Exploration,Production,,1 Jul 2005,30,
East Cameron 195,"USA, Gulf of Mexico",USA,East Cameron - 195,East Cameron 195,"Forest Oil, Maritech Resources",Production,,1 Jul 1969,31,
East Cameron 196,"USA, Gulf of Mexico",USA,East Cameron - 196,East Cameron 196,Energy Partners,Abandoned,,1 Jul 2001,30,
East Cameron 199,"USA, Gulf of Mexico",USA,East Cameron - 199,East Cameron 199,Cockrell,Production,,1 Jul 1994,32,
East Cameron 2,"USA, Gulf of Mexico",USA,East Cameron - 2,East Cameron 2,"Anadarko, Quintana, Eni",Production,,1 Jul 1984,9,
East Cameron 200,"USA, Gulf of Mexico",USA,East Cameron - 200,East Cameron 200,Cockrell,Production,,1 Jul 1995,32,
East Cameron 201,"USA, Gulf of Mexico",USA,East Cameron - 201,East Cameron 201,Cockrell,Production,,1 Jul 1995,33,
East Cameron 205,"USA, Gulf of Mexico",USA,East Cameron - 205,East Cameron 205,ERT,Production,,1 Jul 2004,33,
East Cameron 206,"USA, Gulf of Mexico",USA,East Cameron - 206,East Cameron 206,Tana Oil & Gas,Abandoned,,1 Jul 2005,33,
East Cameron 213,"USA, Gulf of Mexico",USA,East Cameron - 213,East Cameron 213,"NCX, Seneca Resources",Production,,1 Jul 1988,34,
East Cameron 215,"USA, Gulf of Mexico",USA,"East Cameron - 215, East Cameron - 220, East Cameron - 221","East Cameron 215, East Cameron 220","BP, Devon Energy, Midcon, Stone Energy, Samedan",Production,,1 Jul 1981,35,
East Cameron 219,"USA, Gulf of Mexico",USA,East Cameron - 219,East Cameron 219,"Koch, Virgin Offshore",Production,,1 Jul 1986,36,
East Cameron 220,"USA, Gulf of Mexico",USA,East Cameron - 220,East Cameron 220,Midcon,Production,,1 Jul 1981,36,
East Cameron 221,"USA, Gulf of Mexico",USA,East Cameron - 221,East Cameron 221,BP,Production,,1 Jul 1984,36,
East Cameron 222,"USA, Gulf of Mexico",USA,East Cameron - 222,East Cameron 222,"BP, ERT",Production,,1 Jul 1973,36,
East Cameron 223,"USA, Gulf of Mexico",USA,East Cameron - 223,East Cameron 223,Sonat Exploration,Production,,1 Jul 1994,35,
East Cameron 224,"USA, Gulf of Mexico",USA,East Cameron - 229,East Cameron 229,Conn Energy,Planned,,,,
East Cameron 226,"USA, Gulf of Mexico",USA,East Cameron - 226,East Cameron 226,Samedan,Production,,1 Jul 1994,36,
East Cameron 227,"USA, Gulf of Mexico",USA,East Cameron - 227,,,Planned,,,,
East Cameron 229,"USA, Gulf of Mexico",USA,East Cameron - 229,East Cameron 229,Sea Robin Pipeline Company,Production,,1 Jul 1972,35,
East Cameron 23,"USA, Gulf of Mexico",USA,East Cameron - 23,"East Cameron 23, Black Elk Energy Removals - 2012","El Paso, Houston Exploration",Production,,1 Jul 1978,11,
East Cameron 231,"USA, Gulf of Mexico",USA,"East Cameron - 231, East Cameron - 232, East Cameron - 239, East Cameron - 240",East Cameron 231,"El Paso, Shell, Sonat Exploration, ERT",Abandoned,,1 Jul 1975,37,
East Cameron 232,"USA, Gulf of Mexico",USA,East Cameron - 232,East Cameron 232,El Paso,Production,,1 Jul 1982,38,
East Cameron 233,"USA, Gulf of Mexico",USA,East Cameron - 233,East Cameron 233,Koch,Production,,1 Jul 1988,38,
East Cameron 234,"USA, Gulf of Mexico",USA,East Cameron - 234,East Cameron 234,Enserch,Production,,1 Jul 1992,36,
East Cameron 235,"USA, Gulf of Mexico",USA,East Cameron - 235,East Cameron 235,ERT,Abandoned,,1 Jul 1986,37,
East Cameron 236,"USA, Gulf of Mexico",USA,East Cameron - 236,East Cameron 236,Agip,Production,,1 Jul 1995,38,
East Cameron 237,"USA, Gulf of Mexico",USA,"East Cameron - 234, East Cameron - 237",East Cameron 237,"Enserch, Nerco Oil & Gas",Production,,1 Jul 1981,37,
East Cameron 239,"USA, Gulf of Mexico",USA,East Cameron - 239,East Cameron 239,Sonat Exploration,Production,,1 Jul 1988,37,
East Cameron 24,"USA, Gulf of Mexico",USA,East Cameron - 24,East Cameron 24,Apex,Production,,1 Jul 1985,13,
East Cameron 240,"USA, Gulf of Mexico",USA,East Cameron - 240,"East Cameron 240, East Cameron 240 Phase II",Tarpon,Production,,1 Jul 1981,40,
East Cameron 245,"USA, Gulf of Mexico",USA,East Cameron - 245,East Cameron 245,"Texas Eastern, LINDER ENERGY",Production,,1 Jul 1969,,
East Cameron 246,"USA, Gulf of Mexico",USA,East Cameron - 246,"East Cameron 246, East Cameron 246 - Phase II",PROBE RESOURCES,Production,,1 Jul 1991,45,
East Cameron 25,"USA, Gulf of Mexico",USA,East Cameron - 25,East Cameron 25,Sonat Exploration,Production,,1 Jul 1985,11,
East Cameron 257,"USA, Gulf of Mexico",USA,East Cameron - 257,East Cameron 257,ExxonMobil,Abandoned,,1 Jul 1971,,
East Cameron 26,"USA, Gulf of Mexico",USA,East Cameron - 26,East Cameron 26,ExxonMobil,Production,,1 Jul 1983,12,
East Cameron 261,"USA, Gulf of Mexico",USA,East Cameron - 261,East Cameron 261,Apache,Production,,1 Jul 1970,50,
East Cameron 263,"USA, Gulf of Mexico",USA,East Cameron - 263,East Cameron 263,"Energy Partners, Transco Inc",Abandoned,,1 Jul 1978,50,
East Cameron 264,"USA, Gulf of Mexico",USA,East Cameron - 264,East Cameron 264,BP,Production,,1 Jul 2001,51,
