FieldsBase Requirement Search - Data Download,,,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 13:50 for Dirk Rook,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Region,Country,Block,Field,Project,Operator,Contract status,Contract type,Work scope,Contractor bids,Commercial bids due,Award date,Start date,End date,Duration (month),Remark
Southeast Asia,Philippines,SC 6,Cadlao,Cadlao Redevelopment,Blade Petroleum,Planned,Lease,Lease of MOPU for Cadlao,,,28 Feb 2015,30 Dec 2015,,,
Southeast Asia,Philippines,SC 6,Cadlao,Cadlao Redevelopment,Blade Petroleum,Planned,Lease,Lease of FSO for Cadlao,,,28 Feb 2015,30 Dec 2015,,,
Southeast Asia,Philippines,SC 50,Calauit,Calauit,Frontier Oil Corp,Planned,Lease,FSO Lease,,,1 Mar 2015,31 Mar 2015,31 Mar 2017,24.0,
Southeast Asia,Thailand,G8/50,Arthit,Arthit Expansion (Arthit South),PTTEP,Tendering,EPIC,EPIC gas gathering platform and living quarters,Guna Nusa,,30 Nov 2014,30 Nov 2014,31 Aug 2016,21.0,"05/14: Tender suspended until further notice
02/14: Formal ITB out. BCD falls on March 7, but extension request has been made. Regional fabricators invited to bid, along with local fabricators. 
01/14: EOI to close Jan 17, 2014, but tender not out yet.
09/13: EPIC tender open to foreign bidders.
08/13: Tender expected in Oct 2013."
Southeast Asia,Thailand,B12/27,Ubon,Ubon,Chevron,Tendering,EPC,Ubon FSO EPC,"Daewoo (DSME), Hyundai Heavy Industries, Samsung",,28 Feb 2015,28 Feb 2015,31 Dec 2017,34.0,"06/13: Pre-Q due for submission on July 3. Newbuild, Aframaxed FSO. Turret mooring system. Construction 26 months. 
05/13: An Aframaxed-sized FSO will be required and which will be moored near to a CPP. FEED works for CPP started Jan 2013 and will probably take until end 2013 to complete.  An EPCIC tender for the FSO can be expected ard Q12014 after the CPP tender."
Southeast Asia,Thailand,B12/27,Ubon,Ubon,Chevron,Planned,EPIC,Ubon 4 WHP + flowlines,,,30 Oct 2014,30 Oct 2014,1 Apr 2018,41.0,"06/13: This bid package is expected to be open to local contractors including Thai NSC, CUEL, Clough Thailand and Aibel Thailand with transportation and installation (T&I) partners."
Southeast Asia,Thailand,B12/27,Ubon,Ubon,Chevron,Tendering,EPIC,Ubon CPP EPCIC,"Daewoo (DSME), McDermott, McDermott, Samsung, SMOE, Technip",30 Jun 2014,15 Jan 2015,15 Jan 2015,30 Jan 2018,36.4,"08/14: Waiting for outcome of tender following submission of commercial proposals in June.
02/14: ITB out
01/14: SMOE, DSME and Samsung were also understood to be scouting around for engineering contractors and offshore installation contractors, respectively for detailed engineering and offshore installation scopes under a subcontract. 
06/13: Pre-Qual out for CPP. Deck weight 20,000t, float-over installation. 42 months construction period. Delivery early 2018 or end 2017. 
05/13:  Technip Thailand is doing FEED work;started in January 2013 and is expected to take until around end 2013 to complete. A PQ for EPCIC tender for CPP can be expected in thrid/fourth quarter 2013, followed by a formal ITT in first quarter 2014.  A FSO will be moored near to the CPP, and will be tendered out separately. Delivery is set for sometime in 2018."
Southeast Asia,Thailand,G10/48,Wassana,Wassana,KrisEnergy,Planned,Installation,T&I for flowline,,,15 Nov 2014,15 Nov 2014,15 Oct 2015,11.0,
Southeast Asia,Vietnam,B,South West Gas Program (Omon),Block B Gas project,Chevron,Tendering,EPIC,EPIC 3 WHP+2 hub platforms+flare platform,PTSC M&C,,1 Dec 2014,1 Dec 2014,22 Nov 2017,35.6,"02/13: Chevron asked contractors to extend bid validity, waiting for GSA agreement with PetroVietnam
09/12: PTSC M&C remains expected to receive the award but yet to receive. Main scope pertains to three wellhead platforms and two hub platforms, a three-legged flare platform plus three bridges. PTSC will however fabricate the topsides of the platforms, while a subsidiary of VSP will be responsible for the jackets. PTSC will also carry out the T&I (transportation and installation) of the structures, along with the inter-platform flowlines."
Southeast Asia,Vietnam,B,South West Gas Program (Omon),Block B Gas project,Chevron,Tendering,EPIC,Pkg 1: EPIC FSO,"IHI, Samsung, STX Heavy Industries",1 Nov 2011,1 Feb 2015,1 Feb 2015,22 Nov 2017,33.6,05/14: Start up likely delayed as Chevron is offloading its operatorship stake.
Southeast Asia,Vietnam,B,South West Gas Program (Omon),Block B Gas project,Chevron,Tendering,EPIC,Pkg 1: EPIC CPP topside,"Daewoo (DSME), Fluor, J. Ray McDermott, Samsung, SMOE",1 Nov 2011,1 Dec 2014,1 Dec 2014,,,"09/12: CPP expected to take 3 years to construct
11/11: The successful bidder will subcontract the fabrication of the jacket to the Vietnamese fabricator."
Southeast Asia,Vietnam,07/03,Ca Rong Do/Ca Duc,Ca Rong Do (CRD)/Ca Duc,Talisman,Planned,Lease,Provision of Ca Rong Do FPSO,,,1 Mar 2015,1 Mar 2017,,,"09/14: It is also understood the operator has set a development schedule of 36 months for the joint development project, with drilling of subsea wells planned for commencement in the fourth quarter of 2015 or early 2016."
Southeast Asia,Vietnam,102,Ham Rong,Ham Rong EPS,Petronas Carigali,Tendering,Installation,Installation for WHSS,,,15 Dec 2014,1 Jan 2016,29 Feb 2016,1.9,07/14: Tenders still in progress. Offshore operation window between March 2015 and February 2016 for the WHSS installation scope as well as the drilling of three wells. Installation of the platform is part of the drilling contract and will be undertaken by the jackup contracted
Southeast Asia,Vietnam,102,Ham Rong,Ham Rong EPS,Petronas Carigali,Tendering,Lease,Lease of MOPU + FSO,PTSC M&C,,25 Nov 2014,1 May 2015,30 Jun 2017,25.9,"07/14: Technical clarifications still ongoing.
09/13: Bids submitted in August but since then no bid clarification by operator. First oil pushed to May 2015.
07/13: Tender deadline extended.
05/13: Three year lease. It is also understood international and regional contractors, including M3nergy, UZMA and Bumi Armada from Malaysia, and PV Production in Vietnam are likely to be invited for the tender. Others including Global Process System, Gryphon Energy and possibly Singapore-based FPSO suppliers are also potential participants, according to sources close to the tender."
Southeast Asia,Vietnam,102,Ham Rong,Ham Rong EPS,Petronas Carigali,Tendering,EPC,EPC for WHSS,"PetroVietnam, PTSC, Vietsovpetro",22 May 2013,1 Feb 2015,1 Feb 2015,29 Feb 2016,12.9,"07/14: Tenders still in progress. Offshore operation window between March 2015 and February 2016 for the WHSS installation scope as well as the drilling of three wells.
03/14: Operator requests bidders to extend bid validity until April.
08/13: Still in technical evaluations.
06/13: PTSC M&C, PVC-MS and VSP subsidiary may have responded to bid
04/13: Offshore installation will be carried out in two phases; with jacket installation set for late this year and topside in 2014. 
03/13: ITB issued mainly to local fabricators. Under the EPCIC contract, the contractor will supply the topside facilities that include the WHCP (wellhead control panel), injection skid, pipings inclusive of valves and other equipments to support development drilling from the WHSS (wellhead support structure)."
Southeast Asia,Vietnam,9-2,Kinh Ngu Trang (KNT),Kinh Ngu Trang (KNT) Phase 1,Hoan Vu,Planned,EPIC,FEED + EPIC for platform and pipeline,,,1 Mar 2015,31 Mar 2015,31 Mar 2017,24.0,
Southeast Asia,Vietnam,15-1,Su Tu Trang,Su Tu Trang expansion (FFD),Cuu Long JOC,Planned,Installation,T&I for STT expansion,,,1 Jan 2015,1 Jan 2017,30 Mar 2017,2.9,
Southeast Asia,Vietnam,15-1,Su Tu Trang,Su Tu Trang expansion (FFD),Cuu Long JOC,Planned,EPIC,EPIC for STT expansion,PTSC,,1 Sep 2015,1 Sep 2015,1 Sep 2017,24.0,"09/14: The facilities are expected to be executed under an EPCIC basis, and will probably be awarded through a single-sourced closed tender."
"USA, Gulf of Mexico",USA,,,,Fugro-TSM,Tendering,EPC,conversion into FLNGV,Keppel FELS,,31 Oct 2014,31 Oct 2014,,,9/14 contract to be firmed up in October
"USA, Gulf of Mexico",USA,Miss Canyon - 391,Appomattox,Appomattox,Shell,Tendering,EPC,topsides EPC,Kiewit Offshore Services,,1 Jun 2015,1 Sep 2015,,,6/14: topsides construction expected to begin 2Q/3Q15
"USA, Gulf of Mexico",USA,Miss Canyon - 391,Appomattox,Appomattox,Shell,Tendering,EPC,Hull EPC,Samsung,,1 Dec 2014,6 Jun 2015,,,11/13: direct negotiating with Samsung - award in 2014
"USA, Gulf of Mexico",USA,Miss Canyon - 391,Appomattox,Appomattox,Shell,Planned,EPIC,EPIC - pipelines,,,1 Feb 2018,1 Feb 2019,,,
"USA, Gulf of Mexico",USA,Miss Canyon - 391,Appomattox,Appomattox,Shell,Planned,EPC,SS EPC,,,1 Feb 2016,1 Feb 2016,,,
"USA, Gulf of Mexico",USA,Miss Canyon - 391,Appomattox,Appomattox,Shell,Planned,Installation,Exportline Installation,,,3 Oct 2016,1 Jun 2018,,,
"USA, Gulf of Mexico",USA,Keathley Canyon - 872,Buckskin/Moccasin,Buckskin/Moccasin,Chevron,Tendering,EPC,Hull fabrication,,,1 Sep 2016,1 Sep 2016,1 Feb 2019,29.0,
"USA, Gulf of Mexico",USA,Miss Canyon - 793,Mississippi Canyon 793 (+ Ewing Bank 834),Coelacanth,Walter Oil & Gas,Planned,Installation,Pipe installation,,,31 Oct 2014,1 Jul 2015,,,Offshore installation works planned expected 3Q15
"USA, Gulf of Mexico",USA,,,Export Corridor Line,Shell,Planned,Installation,Exportline Installation,,,1 Dec 2014,2 May 2016,,,3/13 RFI (pricing) went out to contractors
"USA, Gulf of Mexico",USA,,Hadrian,Hadrian North,ExxonMobil,Prequalification,EPC,EPC topsides,"Gulf Island Fabrication, Kiewit Offshore Services, McDermott",,15 Nov 2014,15 Nov 2014,,,ExxonMobil re-evaluating development plan for optimal recovery.
"USA, Gulf of Mexico",USA,Walker Ridge - 759,Jack/St. Malo,Jack/St. Malo Phase II,Chevron,Planned,EPIC,SURF,,,14 Nov 2014,1 Apr 2015,,,
"USA, Gulf of Mexico",USA,Green Canyon - 562,K2,K2 Expansion,Eni,Planned,Installation,Flowline and hookup,,,31 Oct 2014,31 Oct 2014,,,
"USA, Gulf of Mexico",USA,Green Canyon - 825,Mad Dog South,Mad Dog Phase II,BP,Planned,EPC,EPC pipelines,,,1 Nov 2015,1 Nov 2015,,,4/13: BP has postponed the project to re-evaluate the field's development scheme.
"USA, Gulf of Mexico",USA,Green Canyon - 825,Mad Dog South,Mad Dog Phase II,BP,Planned,Construction/Fabrication,Hull EPC,"Daewoo (DSME), Hyundai Heavy Industries, Samsung",,30 Jun 2015,30 Jun 2015,30 Jan 2018,31.0,
"USA, Gulf of Mexico",USA,Green Canyon - 825,Mad Dog South,Mad Dog Phase II,BP,Planned,Installation,Pipelay works,,,1 Oct 2016,1 Jul 2016,,,4/13: BP has postponed the project to re-evaluate the field's development scheme. Tender for pipelay works deferred.
"USA, Gulf of Mexico",USA,Green Canyon - 825,Mad Dog South,Mad Dog Phase II,BP,Planned,Construction/Fabrication,Topsides EPC,,,16 Mar 2015,16 Mar 2015,,,
"USA, Gulf of Mexico",USA,Viosca Knoll - 915,Marlin Hub,Marlin Hub Enhancement,Freeport-McMoran,Planned,Installation,Pipelay,,,1 Jan 2015,1 Jan 2015,,,
"USA, Gulf of Mexico",USA,Viosca Knoll - 915,Marlin Hub,Marlin Hub Enhancement,Freeport-McMoran,Planned,Construction/Fabrication,Tree Supply,,,1 Jan 2015,1 Jan 2015,,,
"USA, Gulf of Mexico",USA,,Medusa,Medusa Subsea Expansion,Murphy,Planned,EPIC,SURF,,,23 Mar 2015,23 Mar 2015,,,
"USA, Gulf of Mexico",USA,Walker Ridge - 52,Shenandoah,Shenandoah,Anadarko,Planned,EPC,EPC platform hull,,,1 Dec 2015,1 Dec 2015,,,
"USA, Gulf of Mexico",USA,Green Canyon - 654,Shenzi,Shenzi Water injection Ph2,BHP Billiton,Tendering,Installation,Jumper Installs and tie in work,,,14 Jan 2015,13 Jun 2015,,,
"USA, Gulf of Mexico",USA,South Timbalier - 125,South Timbalier 125,South Timbalier 125,EPL Oil & Gas Inc,Tendering,Installation,Platform installation,,,1 Dec 2014,1 Dec 2014,,,platform installation scope - liftboat expected to install
"USA, Gulf of Mexico",USA,South Timbalier - 125,South Timbalier 125,South Timbalier 125,EPL Oil & Gas Inc,Tendering,Installation,Pipelay,,,1 Dec 2014,1 Dec 2014,,,
"USA, Gulf of Mexico",USA,Green Canyon - 468,Stampede,Stampede (Pony/Knotty Head),Hess,Planned,Construction/Fabrication,Hull construction,,,28 Nov 2014,28 Nov 2014,,,MODEC to subcontract out hull construction
"USA, Gulf of Mexico",USA,Green Canyon - 468,Stampede,Stampede (Pony/Knotty Head),Hess,Planned,Installation,Pipelay,,,3 Jan 2017,1 Jun 2017,31 Aug 2017,3.0,
"USA, Gulf of Mexico",USA,Green Canyon - 468,Stampede,Stampede (Pony/Knotty Head),Hess,Planned,Construction/Fabrication,TLP topsides fabrication,,,3 Dec 2014,3 Dec 2014,,,
"USA, Gulf of Mexico",USA,Green Canyon - 468,Stampede,Stampede (Pony/Knotty Head),Hess,Planned,Construction/Fabrication,Subsea tree fabrication,,,2 Sep 2015,2 Sep 2015,,,
"USA, Gulf of Mexico",USA,Miss Canyon - 816,Taggart (+ Devil's Tower),Taggart,LLOG,Planned,EPIC,Pipelay,,,20 Jan 2016,18 May 2016,,,Pipelay contracting to begin in 2015: First production 2016.
West Africa,Angola,31,Blk 31 Phase II / SE Blk 31 / PAJD,Blk 31 Phase II / SE Blk 31 / PAJD,BP,Planned,EPIC,FPSO,"Modec, SBM",,24 Aug 2015,24 Aug 2015,17 Dec 2018,39.7,"SBM is set to provide an FPSO for the project under a frame agreement, but official award could be delayed until FID in 2011."
West Africa,Angola,18,Blk 18 West,Block 18 West (Platina/Chumbo/Cesio),BP,Planned,EPIC,Flowlines & umbilicals,,,23 Dec 2014,23 Dec 2014,,,
West Africa,Angola,18,Blk 18 West,Block 18 West (Platina/Chumbo/Cesio),BP,Planned,Lease,FPSO Lease,,,,19 Nov 2018,,,05/12: SBM likely to win this
West Africa,Angola,21,Cameia,Cameia Mound Development,Cobalt Intl,Tendering,EPIC,Flowlines and umbilicals,,,1 Dec 2014,1 Dec 2014,31 Oct 2017,34.9,
West Africa,Angola,21,Cameia,Cameia Mound Development,Cobalt Intl,Tendering,EPC,Subsea trees,,,2 Dec 2014,2 Dec 2014,1 Sep 2017,32.9,
West Africa,Angola,21,Cameia,Cameia Mound Development,Cobalt Intl,Tendering,Lease,FPSO lease,"Bumi Armada, Modec, SBM",,16 Feb 2015,8 Dec 2017,,,
West Africa,Angola,16,Chissonga,Chissonga,Maersk Oil,Planned,EPIC,Pipelines EPIC,,,16 Mar 2015,4 Aug 2015,2 Apr 2018,31.9,
West Africa,Angola,16,Chissonga,Chissonga,Maersk Oil,Tendering,EPC,TLP EPC,"Daewoo (DSME), Hyundai Heavy Industries, Samsung",,10 Nov 2014,10 Nov 2014,11 Jun 2018,42.9,"8/14: Sonangol evaluating Maersk Oil's selected contractor.
5/14: Award date pushed back in order to reduce costs, expected later in 2014. Frontrunners are DSME/Technip consortium and HHI/Houston Offshore Engineering consortium.
3/14: DSME and Technip consortium thought to be the frontrunner.
Award of contract expected at end of design competition."
West Africa,Angola,16,Chissonga,Chissonga,Maersk Oil,Tendering,Lease,FPSO Lease,"BW Offshore, Modec, SBM, Teekay Offshore",,3 Nov 2014,11 Jun 2018,,,"5/14: Tender process in ongoing with bids later in 2014.
3/14: Modec thought to be the frontrunner. 
2/14: Battle between SBM and Modec for this. 
11/11: Modec in contention.
9/11: ITTs now expected in Q4 2011/Q1 2012. 
4/11: ITTs to be issued in mid-2011"
West Africa,Angola,3/05,Pambi,GLCC,Sonangol,Planned,EPIC,EPIC,"Amec, Dynamic Industries, PETROMAR, Subsea 7, Technip",,31 Dec 2014,1 Jan 2015,5 Sep 2016,20.1,"Topside upgrades, new risers, new pipelines."
West Africa,Angola,20,GOLD (Greater Orca Lontra Development),GOLD (Greater Orca Lontra Development),Cobalt Intl,Planned,Lease,FPSO lease,,,1 Dec 2015,1 Jun 2019,,,
West Africa,Angola,20,GOLD (Greater Orca Lontra Development),GOLD (Greater Orca Lontra Development),Cobalt Intl,Planned,EPC,Subsea trees,,,,1 Feb 2016,1 Dec 2018,33.9,
West Africa,Angola,20,GOLD (Greater Orca Lontra Development),GOLD (Greater Orca Lontra Development),Cobalt Intl,Planned,EPIC,Flowlines and umbilicals,,,,1 Feb 2016,1 Dec 2018,33.9,
West Africa,Angola,0 (Area A and B),Greater Vanza Longui Area (GVLA),Greater Vanza Longui Area (GVLA),Chevron,Planned,EPIC,Platform EPIC,"Daewoo Intl, Dynamic Industries, PETROMAR, Saipem, Samsung",,2 Mar 2015,2 Mar 2015,6 Feb 2017,23.2,
West Africa,Angola,Cabinda A,Kambala,Kambala new platform,Cabinda Gulf,Planned,EPC,Platform EPC,,,7 Jul 2015,7 Jul 2015,4 Jul 2017,23.9,
West Africa,Angola,14,Lucapa,Lucapa,Chevron,Tendering,EPC,FPSO,,,7 Nov 2016,7 Nov 2016,,,"04/12: Full bidding to start in Q4 2012.

10/11: SBM or DSME are believed to head the list of contenders for the FPSO, depending on whether it is bought or leased."
West Africa,Angola,14,Malange,Malange,Chevron,Tendering,EPC,Subsea equipment,,,2 Mar 2015,2 Mar 2015,5 Mar 2018,36.0,
West Africa,Angola,14,Malange,Malange,Chevron,Tendering,EPIC,Platform modifications,,,29 Jun 2015,29 Jun 2015,6 Nov 2017,28.2,
West Africa,Angola,14,Malange (+ Tombua-Landana),Malange,Chevron,Tendering,EPIC,Flowlines & umbilicals,,,7 Sep 2015,7 Sep 2015,23 Oct 2017,25.5,
West Africa,Angola,0 (Area A and B),Minzu,Minzu,CABGOC,Planned,FEED,FEED,,,30 Jan 2015,30 Jan 2015,29 May 2015,3.9,"Amec, EDG, Technip and WorleyParsons all expected to be on the shortlist for this."
West Africa,Angola,17,Pazflor,Zinia Phase 2,Total,Planned,EPIC,EPIC flowlines,,,6 Oct 2014,6 Oct 2014,26 Sep 2016,23.6,
West Africa,Angola,17,Pazflor,Zinia Phase 2,Total,Planned,EPC,Subsea trees,,,,1 Sep 2014,25 Jul 2016,22.7,FMC targeting this.
West Africa,Cameroon,MLHP 7,Etinde Phase 1,Etinde Phase 1,BowLeven,Planned,EPIC,Pipelines,,,1 Jun 2015,1 Jun 2015,,,
West Africa,Cameroon,MLHP 7,Etinde Phase 1,Etinde Phase 1,BowLeven,Planned,EPC,EPC platforms,,,1 Jun 2015,1 Jun 2015,,,
West Africa,Congo,,Loango,Loango Redevelopment 2018,Eni,Tendering,EPIC,Loango Redev Platforms,,,27 Feb 2015,27 Feb 2015,30 Oct 2018,44.0,"10/14: The project is currently still in the pre-FEED stage, and it is thought the tenders are preliminary and the final scope is still evolving. The response date to the tender is set for mid-November."
West Africa,Cote d'Ivoire,CI-202,Gazelle,Gazelle,Rialto Energy,Tendering,EPIC,Pipelines EPIC,,,5 Jan 2015,5 Jan 2015,4 Apr 2016,14.9,
West Africa,Cote d'Ivoire,CI-202,Gazelle,Gazelle,Rialto Energy,Tendering,EPIC,Platforms EPIC,,,15 Dec 2014,15 Dec 2014,29 Jun 2016,18.4,
West Africa,Equatorial Guinea,R (ex-Block E),Block R,Block R FLNG Phase 1,Ophir Energy,Tendering,Lease,FLNG lease,"Bumi Armada, Excelerate Energy",,31 Mar 2016,1 Apr 2019,,,
West Africa,Equatorial Guinea,R (ex-Block E),Block R,Block R FLNG Phase 1,Ophir Energy,Planned,FEED,FEED Block R FLNG,,,2 Feb 2015,2 Feb 2015,29 Jan 2016,11.8,
West Africa,Equatorial Guinea,R (ex-Block E),Block R,Block R FLNG Phase 1,Ophir Energy,Planned,EPIC,Trunkline EPIC,,,2 Feb 2015,2 Feb 2015,,,
West Africa,Equatorial Guinea,R (ex-Block E),Block R,Block R FLNG Phase 1,Ophir Energy,Planned,EPIC,Flowlines & umbilicals,,,31 Mar 2016,31 Mar 2016,,,
West Africa,Equatorial Guinea,R (ex-Block E),Block R,Block R FLNG Phase 1,Ophir Energy,Planned,EPC,Subsea trees,,,31 Mar 2016,31 Mar 2016,,,
West Africa,Equatorial Guinea,I,Diega,Diega,Noble Energy,Planned,EPIC,Flowline and umbilical,,,3 Nov 2014,3 Nov 2014,26 Apr 2016,17.7,
West Africa,Gabon,Etame Marin,Ebouri,Ebouri CCSP,Vaalco,Tendering,FEED,FEED Ebouri CCSP,"EDG Engr, KBR, Mustang Engineering, WorleyParsons",,1 Nov 2014,1 Nov 2014,14 Jan 2015,2.4,
West Africa,Gabon,Etame Marin,Ebouri,Ebouri CCSP,Vaalco,Planned,EPC,EPC Ebouri CCSP,,,2 Mar 2015,2 Mar 2015,17 Jan 2017,22.5,
West Africa,Gabon,Roussette,Roussette,Roussette,Setanta,Planned,EPIC,Pipelines,,,6 Jul 2015,6 Jul 2015,1 Feb 2016,6.9,
West Africa,Gabon,Roussette,Roussette,Roussette,Setanta,Planned,EPC,Platform EPC,,,5 Jan 2015,5 Jan 2015,6 Jun 2016,17.0,
West Africa,Gabon,Dussafu Marin,Ruche (ex-Dussafu),Ruche (ex-Dussafu),Harvest Natural Resources,Tendering,Lease,FPSO lease,,,6 Feb 2015,28 Dec 2016,,,
West Africa,Gabon,Dussafu Marin,Ruche (ex-Dussafu),Ruche (ex-Dussafu),Harvest Natural Resources,Tendering,EPC,Subsea trees,,,6 Feb 2015,6 Feb 2015,28 Dec 2016,22.7,
West Africa,Gabon,Dussafu Marin,Ruche (ex-Dussafu),Ruche (ex-Dussafu),Harvest Natural Resources,Tendering,EPIC,Flowlines and umbilicals,,,6 Feb 2015,6 Feb 2015,28 Dec 2016,22.7,
West Africa,Ghana,Offshore Cape Three Points,Sankofa/Gye Nyame,Sankofa/Gye Nyame,Eni,Tendering,EPIC,Flowlines and riser,"Saipem, Subsea 7, Technip",,12 Nov 2014,12 Nov 2014,26 Mar 2018,40.3,"3/14: Sources say that this will be awarded in Sept/Oct. 
3/14: Eni said to be planning to award this contract in Q2 2015."
West Africa,Ghana,Offshore Cape Three Points,Sankofa/Gye Nyame,Sankofa/Gye Nyame,Eni,Tendering,Lease,FPSO lease,"Bumi Armada, BW Offshore, Modec, Saipem, SBM",,30 Oct 2014,19 Dec 2016,19 Dec 2031,179.6,
West Africa,Ghana,Offshore Cape Three Points,Sankofa/Gye Nyame,Sankofa/Gye Nyame,Eni,Tendering,EPC,Trees EPC,,,12 Nov 2014,12 Nov 2014,26 Mar 2018,40.3,
West Africa,Mauritania,4 Shallow,Banda,Banda Gas,Tullow Oil,Tendering,EPIC,Pipelines and subsea installation  EPIC,"Allseas, Cecon, EMAS AMC, Micoperi, Saipem",,30 Oct 2014,30 Oct 2014,1 Sep 2015,10.0,Package to include pipeline and subsea installation and tie-ins.
West Africa,Mauritania,4 Shallow,Banda,Banda Gas,Tullow Oil,Tendering,EPC,Umbilical supply,"Aker Solutions, JDR Umbilical Systems",,30 Oct 2014,30 Oct 2014,31 Aug 2015,10.0,Supply of umbilical
West Africa,Mauritania,4 Shallow,Banda,Banda Gas,Tullow Oil,Tendering,EPC,EPC trees,"Dril-Quip, Proserv",,30 Oct 2014,30 Oct 2014,30 Nov 2015,13.0,
West Africa,Namibia,2814A,Kudu,Kudu,Tullow Oil,Tendering,Lease,FPS Lease,"Bumi Armada, BW Offshore, Modec",,4 Nov 2014,30 Nov 2018,,,
West Africa,Namibia,2814A,Kudu,Kudu,Tullow Oil,Tendering,EPC,Subsea trees,,,13 Nov 2014,13 Nov 2014,30 Nov 2019,60.4,
West Africa,Namibia,2814A,Kudu,Kudu,Tullow Oil,Tendering,EPIC,SURF contract,,,13 Nov 2014,13 Nov 2014,30 Nov 2019,60.4,
West Africa,Nigeria,OML 113,Aje,Aje Phase 1 (oil),Yinka Folawiyo,Tendering,EPC,Subsea trees,,,3 Nov 2014,23 Oct 2014,1 Apr 2015,5.2,10/14: Award imminent.
West Africa,Nigeria,OML 113,Aje,Aje Phase 1 (oil),Yinka Folawiyo,Tendering,Installation,Installation,,,3 Nov 2014,17 Apr 2015,21 Dec 2015,8.1,
West Africa,Nigeria,OML 113,Aje,Aje Phase 1 (oil),Yinka Folawiyo,Tendering,EPC,Flowlines and umbilicals,,,3 Nov 2014,23 Oct 2014,1 Apr 2015,5.2,
West Africa,Nigeria,OML 118,Bonga North,Bonga North,Shell,Planned,EPIC,FPSO EPIC,,,1 Aug 2017,1 Aug 2017,26 Sep 2022,61.7,"05/14: Bidding process for the Bonga SW FPSO is ongoing and does not include tendering for the Bonga North FPSO.
03/12: Shell plans to award the Bonga North and Bonga Southwest FPSOs under one contract. This contract has been put in due to issues with different productions start dates."
West Africa,Nigeria,OML 118,Bonga Southwest/Aparo,Bonga Southwest/Aparo Phase 1,Shell,Tendering,EPC,SPM Buoy,"APL, Bluewater, SBM",,15 Dec 2014,15 Dec 2014,,,"12/12: The scope of the prequalification notice includes the detailed design and construction of the SPM buoy and associated topside equipment; design, procurement and integration of mooring, hawser and floating hose systems; hook-up and commissioning of the whole SPM system; and an option for transportation and installation of the buoy and the floating hose system. Responses must be submitted before February 1, 2013, and the contract award is planned for the fourth quarter of 2014 or the first quarter of 2015."
West Africa,Nigeria,OML 118,Bonga Southwest/Aparo,Bonga Southwest/Aparo Phase 1,Shell,Tendering,EPC,Subsea trees,"Cameron, FMC, VetcoGray",,1 Dec 2014,1 Dec 2014,30 Dec 2019,60.8,
West Africa,Nigeria,OML 118,Bonga Southwest/Aparo,Bonga Southwest/Aparo Phase 1,Shell,Tendering,EPIC,"Flowlines, risers, exportline","Heerema, Saipem, Subsea 7",,15 Dec 2014,15 Dec 2014,1 Feb 2018,37.5,"8/13: Separate procurement prequalification now issued for the pipelines. 
12/12: Pre-qualification documents released. Responses to be submitted before February 1, 2013. The scope includes the fabrication and installation of the gas exportline, flowlines and associated equipment (PLETs, SLEDs, jumpers, etc.), the fabrication and pre-installation of risers before the arrival of the FPSO, plus the installation of mooring lines, subsea hardware and umbilicals. Structural modifications and hook-up to an existing unmanned shallow water platform will also be included in the contract, as well as an option to install an SPM buoy and a floating hose system."
West Africa,Nigeria,OML 118,Bonga Southwest/Aparo,Bonga Southwest/Aparo Phase 1,Shell,Prequalification,Engineering/Procurement,Procurement of pipelines,,,24 Nov 2014,24 Nov 2014,27 Aug 2018,45.0,"8/13: Procurement of pipelines. Divided into three lots -  LOT 1 – Seamless Pipes, Seamless Riser pipes (Production, Water Injection, Gas Export & Gas lift), Seamless pipes (Production Carrier & Water Injection), Piping materials, Clad pipes (Gas Export, Production, Water Injection & Gas lift), Corrosion Resistant Alloy (Production & Water Injection Well Jumpers)
LOT 2 – HFW Pipes HFW pipes (Production, Casing & Gas Export)
LOT 3 – Flex joints Flex joints & Bend Stiffeners"
West Africa,Nigeria,OML 118,Bonga Southwest/Aparo,Bonga Southwest/Aparo Phase 1,Shell,Tendering,EPC,FPSO,"Bumi Armada, COOEC, Daewoo (DSME), Hyundai Heavy Industries, Saipem, Samsung, Sembawang Shipyard Pte Limited",,24 Nov 2014,15 Dec 2014,29 Jun 2020,66.3,"3/14: Bids now due in on April 11, delayed from original deadline of March 19. 
12/12: pre-qualification documents have been released. responses to be submitted before February 1, 2013. The award is anticipated in Q4 2014 or Q1 2015.
03/12: ITTs planned to be released in the first quarter of next year. Shell is planning a design one, build two FPSOs for Bonga Southwest/Aparo and Bonga North, so technically the two FPSOs will be built under one contract."
West Africa,Nigeria,,,Brass LNG,NNPC,Planned,EPIC,Loading platform,,,6 Jun 2016,6 Jun 2016,1 Jan 2018,18.8,
West Africa,Nigeria,,,Brass LNG,NNPC,Planned,EPIC,Exportline,,,6 Apr 2015,6 Apr 2015,1 Jan 2018,32.8,
