FieldsBase Subsea Tree Search - Data Download,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:21 for Dirk Rook,,,,,,,,,,,,,
,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Region,Country,Block,Field,Subsea id (within field),Project,Operator,Status,Function,Subsea type,Installation year,Tree supplier,Well water depth (m),Remark
Australia/New Zealand,Australia,NT/P48,Evans Shoal,#2,Evans Shoal,MEO Australia,Possible,,Cluster,2016,,108,
Australia/New Zealand,Australia,NT/P48,Evans Shoal,#2,Evans Shoal,MEO Australia,Possible,,Cluster,2016,,108,
Australia/New Zealand,Australia,NT/P48,Evans Shoal,#2,Evans Shoal,MEO Australia,Possible,,Cluster,2016,,108,
Australia/New Zealand,Australia,NT/P48,Evans Shoal,#2,Evans Shoal,MEO Australia,Possible,,Cluster,2016,,108,
Australia/New Zealand,Australia,WA-191-P,Finucane South/Fletcher,#1,Fletcher-Finucane Oil Development,Santos,Installed,Oil Producer,,2013,GE Oil & Gas,140,
Australia/New Zealand,Australia,WA-191-P,Finucane South/Fletcher,#2,Fletcher-Finucane Oil Development,Santos,Installed,Oil Producer,,2013,GE Oil & Gas,140,
Australia/New Zealand,Australia,WA-191-P,Finucane South/Fletcher,#1,Fletcher-Finucane Oil Development,Santos,Installed,Oil Producer,,2013,GE Oil & Gas,140,
Australia/New Zealand,Australia,WA-267-P,Geryon/Orthrus tieback,#2,Geryon/Orthrus tieback,Chevron,Possible,Gas Producer,,2015,,"1,231",
Australia/New Zealand,Australia,WA-267-P,Geryon/Orthrus tieback,#2,Geryon/Orthrus tieback,Chevron,Possible,Gas Producer,,2015,,"1,231",
Australia/New Zealand,Australia,WA-267-P,Geryon/Orthrus tieback,#2,Geryon/Orthrus tieback,Chevron,Possible,Gas Producer,,2015,,"1,231",
Australia/New Zealand,Australia,WA-267-P,Geryon/Orthrus tieback,#2,Geryon/Orthrus tieback,Chevron,Possible,Gas Producer,,2015,,"1,231",
Australia/New Zealand,Australia,WA-267-P,Geryon/Orthrus tieback,#2,Geryon/Orthrus tieback,Chevron,Possible,,,2015,,"1,231",
Australia/New Zealand,Australia,WA-267-P,Geryon/Orthrus tieback,#2,Geryon/Orthrus tieback,Chevron,Possible,,,2016,,"1,231",
Australia/New Zealand,Australia,WA-267-P,Geryon/Orthrus tieback,#2,Geryon/Orthrus tieback,Chevron,Possible,,,2016,,"1,231",
Australia/New Zealand,Australia,WA-267-P,Geryon/Orthrus tieback,#1,Geryon/Orthrus tieback,Chevron,Possible,,,2016,,"1,199",
Australia/New Zealand,Australia,WA-267-P,Geryon/Orthrus tieback,#1,Geryon/Orthrus tieback,Chevron,Possible,Gas Producer,,2016,,"1,199",
Australia/New Zealand,Australia,WA-267-P,Geryon/Orthrus tieback,#2,Geryon/Orthrus tieback,Chevron,Possible,,,2016,,"1,231",
Australia/New Zealand,Australia,TL/6,Gibson/South Plato,#2,Gibson/South Plato,Apache,Installed,Oil Producer,,2002,,8,
Australia/New Zealand,Australia,TL/6,Gibson/South Plato,#1,Gibson/South Plato,Apache,Installed,Oil Producer,,2002,,8,
Australia/New Zealand,Australia,TL/1,Gipsy/Rose/Lee,#1,Gipsy/Rose/Lee,Apache,Installed,,Satellite,2001,,26,
Australia/New Zealand,Australia,TL/1,Gipsy/Rose/Lee,#1,Gipsy/Rose/Lee,Apache,Installed,,Satellite,2001,,26,
Australia/New Zealand,Australia,WA-267-P,Geryon/Orthrus tieback,#3,Gorgon Phase I,Chevron,Possible,,,2016,VetcoGray,"1,231",
Australia/New Zealand,Australia,WA-18-R,Gorgon/Jansz/Io,#7,Gorgon Phase I,Chevron,Construction,Gas Producer,Cluster,2014,VetcoGray,"1,345",
Australia/New Zealand,Australia,WA-18-R,Gorgon/Jansz/Io,#7,Gorgon Phase I,Chevron,Construction,Gas Producer,Cluster,2014,VetcoGray,"1,345",
Australia/New Zealand,Australia,WA-18-R,Gorgon/Jansz/Io,#4,Gorgon Phase I,Chevron,Construction,Gas Producer,Cluster,2014,VetcoGray,"1,345",
Australia/New Zealand,Australia,WA-18-R,Gorgon/Jansz/Io,#8,Gorgon Phase I,Chevron,Construction,Gas Producer,Cluster,2014,VetcoGray,"1,345",
Australia/New Zealand,Australia,WA-18-R,Gorgon/Jansz/Io,#8,Gorgon Phase I,Chevron,Construction,Gas Producer,Cluster,2014,VetcoGray,"1,345",
Australia/New Zealand,Australia,WA-2-R,Gorgon/Jansz/Io,#3,Gorgon Phase I,Chevron,Construction,Gas Producer,Template,2014,VetcoGray,200,
Australia/New Zealand,Australia,WA-2-R,Gorgon/Jansz/Io,#3,Gorgon Phase I,Chevron,Construction,Gas Producer,Template,2014,VetcoGray,200,
Australia/New Zealand,Australia,WA-18-R,Gorgon/Jansz/Io,#8,Gorgon Phase I,Chevron,Construction,Gas Producer,Cluster,2014,VetcoGray,"1,345",
Australia/New Zealand,Australia,WA-18-R,Gorgon/Jansz/Io,#8,Gorgon Phase I,Chevron,Construction,Gas Producer,Cluster,2014,VetcoGray,"1,345",
Australia/New Zealand,Australia,WA-2-R,Gorgon/Jansz/Io,#5,Gorgon Phase I,Chevron,Construction,Gas Producer,Cluster,2014,VetcoGray,200,
Australia/New Zealand,Australia,WA-2-R,Gorgon/Jansz/Io,#5,Gorgon Phase I,Chevron,Construction,Gas Producer,Cluster,2014,VetcoGray,200,
Australia/New Zealand,Australia,WA-18-R,Gorgon/Jansz/Io,#8,Gorgon Phase I,Chevron,Construction,Gas Producer,Cluster,2014,VetcoGray,"1,345",
Australia/New Zealand,Australia,WA-18-R,Gorgon/Jansz/Io,#7,Gorgon Phase I,Chevron,Construction,Gas Producer,Cluster,2014,VetcoGray,"1,345",
Australia/New Zealand,Australia,WA-18-R,Gorgon/Jansz/Io,#7,Gorgon Phase I,Chevron,Construction,Gas Producer,Cluster,2014,VetcoGray,"1,345",
Australia/New Zealand,Australia,WA-2-R,Gorgon/Jansz/Io,#4,Gorgon Phase I,Chevron,Construction,Gas Producer,Cluster,2014,VetcoGray,200,
Australia/New Zealand,Australia,WA-2-R,Gorgon/Jansz/Io,#4,Gorgon Phase I,Chevron,Construction,Gas Producer,Cluster,2014,VetcoGray,200,
Australia/New Zealand,Australia,WA-2-R,Gorgon/Jansz/Io,#4,Gorgon Phase I,Chevron,Construction,Gas Producer,Cluster,2014,VetcoGray,200,
Australia/New Zealand,Australia,WA-2-R,Gorgon/Jansz/Io,#7,Gorgon Phase I,Chevron,Construction,Gas Producer,Cluster,2014,VetcoGray,200,
Australia/New Zealand,Australia,WA-267-P,Geryon/Orthrus tieback,#3,Gorgon Phase II - Fourth Train Expansion,Chevron,Possible,,,2016,,"1,231",
Australia/New Zealand,Australia,WA-267-P,Geryon/Orthrus tieback,#3,Gorgon Phase II - Fourth Train Expansion,Chevron,Possible,,,2016,,"1,231",
Australia/New Zealand,Australia,WA-18-R,Gorgon Phase II - Fourth Train Expansion,#1,Gorgon Phase II - Fourth Train Expansion,Chevron,Possible,,,2016,,"1,199",
Australia/New Zealand,Australia,WA-18-R,Gorgon Phase II - Fourth Train Expansion,#1,Gorgon Phase II - Fourth Train Expansion,Chevron,Possible,,,2016,,"1,199",
Australia/New Zealand,Australia,WA-18-R,Gorgon Phase II - Fourth Train Expansion,#1,Gorgon Phase II - Fourth Train Expansion,Chevron,Possible,,,2016,,"1,199",
Australia/New Zealand,Australia,WA-18-R,Gorgon Phase II - Fourth Train Expansion,#1,Gorgon Phase II - Fourth Train Expansion,Chevron,Possible,,,2016,,"1,199",
Australia/New Zealand,Australia,WA-18-R,Gorgon Phase II - Fourth Train Expansion,#1,Gorgon Phase II - Fourth Train Expansion,Chevron,Possible,,,2016,,"1,199",
Australia/New Zealand,Australia,WA-2-R,Gorgon/Jansz/Io,#1,Gorgon Phase III,Chevron,Possible,Gas Injector,,2025,,,
Australia/New Zealand,Australia,WA-5-L,Greater Western Flank Phase 1 (GWF-1),#1,Greater Western Flank Phase 1 (GWF-1),Woodside,Construction,Gas Producer,Cluster,2014,FMC,120,
Australia/New Zealand,Australia,WA-5-L,Greater Western Flank Phase 1 (GWF-1),#1,Greater Western Flank Phase 1 (GWF-1),Woodside,Construction,Gas Producer,Cluster,2014,FMC,120,
Australia/New Zealand,Australia,WA-5-L,Greater Western Flank Phase 1 (GWF-1),#4,Greater Western Flank Phase 1 (GWF-1),Woodside,Construction,Gas Producer,Satellite,2015,FMC,112,
Australia/New Zealand,Australia,WA-5-L,Greater Western Flank Phase 1 (GWF-1),#4,Greater Western Flank Phase 1 (GWF-1),Woodside,Construction,Gas Producer,Satellite,2015,FMC,112,
Australia/New Zealand,Australia,WA-5-L,Greater Western Flank Phase 1 (GWF-1),#4,Greater Western Flank Phase 1 (GWF-1),Woodside,Construction,Gas Producer,Satellite,2015,FMC,112,
Australia/New Zealand,Australia,WA-28-P,Greater Western Flank Phase 2 (GWF-2),#4,Greater Western Flank Phase 2 (GWF-2),Woodside,Possible,,,2016,,78,
Australia/New Zealand,Australia,WA-28-P,Greater Western Flank Phase 2 (GWF-2),#4,Greater Western Flank Phase 2 (GWF-2),Woodside,Possible,,,2016,,78,
Australia/New Zealand,Australia,WA-28-P,Greater Western Flank Phase 2 (GWF-2),#4,Greater Western Flank Phase 2 (GWF-2),Woodside,Possible,,,2016,,78,
Australia/New Zealand,Australia,WA-5-L,Greater Western Flank Phase 2 (GWF-2),#4,Greater Western Flank Phase 2 (GWF-2),Woodside,Possible,,,2016,,78,
Australia/New Zealand,Australia,WA-28-P,Greater Western Flank Phase 2 (GWF-2),#4,Greater Western Flank Phase 2 (GWF-2),Woodside,Possible,,,2016,,78,
Australia/New Zealand,Australia,WA-28-P,Greater Western Flank Phase 2 (GWF-2),#4,Greater Western Flank Phase 2 (GWF-2),Woodside,Possible,,,2016,,78,
Australia/New Zealand,Australia,WA-10-L,Griffin,#4,Griffin,BHP Billiton,Installed,Oil Producer,Satellite,1993,Cooper Cameron,143,
Australia/New Zealand,Australia,WA-10-L,Griffin,#2,Griffin,BHP Billiton,Installed,Oil Producer,Satellite,1993,Cooper Cameron,138,
Australia/New Zealand,Australia,WA-10-L,Griffin,#2,Griffin,BHP Billiton,Installed,Oil Producer,Satellite,1993,Cooper Cameron,138,
Australia/New Zealand,Australia,WA-10-L,Griffin,#2,Griffin,BHP Billiton,Installed,Oil Producer,Satellite,1993,Cooper Cameron,138,
Australia/New Zealand,Australia,,Griffin,#3,Griffin,BHP Billiton,Installed,Oil Producer,Satellite,1993,Cooper Cameron,136,
Australia/New Zealand,Australia,WA-10-L,Griffin,#4,Griffin,BHP Billiton,Installed,Oil Producer,Satellite,1993,Cooper Cameron,143,
Australia/New Zealand,Australia,WA-10-L,Griffin,#2,Griffin,BHP Billiton,Installed,Oil Producer,Satellite,1994,Cooper Cameron,138,
Australia/New Zealand,Australia,WA-10-L,Griffin,#2,Griffin,BHP Billiton,Installed,Oil Producer,Satellite,1994,Cooper Cameron,138,
Australia/New Zealand,Australia,WA-10-L,Griffin,#2,Griffin,BHP Billiton,Installed,Oil Producer,Satellite,1994,Cooper Cameron,138,
Australia/New Zealand,Australia,WA-10-L,Griffin,#5,Griffin,BHP Billiton,Installed,Oil Producer,Satellite,2000,Cooper Cameron,136,"Infill well, drilled same time as Griffin-8."
Australia/New Zealand,Australia,WA-10-L,Griffin,#1,Griffin,BHP Billiton,Installed,Oil Producer,Satellite,2000,Cooper Cameron,136,"Infill well, which discovered significant oil column of 206'. Together w/Scindian-3 boost FPSO prod to over 50K B/D."
Australia/New Zealand,Australia,WA-13-L,Halyard,#1,Halyard,Apache,Installed,Gas Producer,,2011,,112,
Australia/New Zealand,Australia,VIC/P44,Henry,#1,Henry,Santos,Installed,,Satellite,2008,Cameron,70,
Australia/New Zealand,Australia,VIC/P44,Henry,#1,Henry,Santos,Installed,Gas Producer,Satellite,2009,Cameron,70,
Australia/New Zealand,Australia,VIC/P44,Henry,#3,Henry,Santos,Installed,Gas Producer,,2010,,"2,517",08/08 - Well being completed as future producer
Australia/New Zealand,Australia,VIC/P44,Henry,#2,Henry,Santos,Installed,Gas Producer,,2010,,70,
Australia/New Zealand,Australia,ZOCA 91-12,Hingkip,#1,Hingkip,ConocoPhillips,Possible,Gas Producer,,2017,,72,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#4,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#5,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#5,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#4,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#3,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#6,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#3,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#3,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#5,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#4,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#4,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#1,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#1,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#3,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#5,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#6,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#1,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#3,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#1,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#6,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#6,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#1,Ichthys,INPEX,Construction,Gas Producer,Cluster,2016,GE Oil & Gas,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2024,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2024,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2024,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2024,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2024,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2030,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2030,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2030,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2030,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2030,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2035,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2035,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2035,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2035,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2040,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2040,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2040,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2040,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2044,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2044,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2044,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2049,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2049,,250,
Australia/New Zealand,Australia,WA-285-P,Ichthys,#2,Ichthys Expansion,INPEX,Planned,,Cluster,2056,,250,
Australia/New Zealand,Australia,AC/L1,Jabiru,#1,Jabiru,BHP Billiton,Installed,Oil Producer,Satellite,1986,Cooper Cameron,120,
Australia/New Zealand,Australia,AC/L1,Jabiru,#1,Jabiru,BHP Billiton,Installed,Oil Producer,Satellite,1987,Cooper Cameron,120,
Australia/New Zealand,Australia,AC/L1,Jabiru,#1,Jabiru,BHP Billiton,Installed,Oil Producer,Satellite,1988,Cooper Cameron,120,
Australia/New Zealand,Australia,AC/L1,Jabiru,#1,Jabiru,BHP Billiton,Installed,Oil Producer,Satellite,1988,Cooper Cameron,120,
Australia/New Zealand,Australia,AC/L1,Jabiru,#1,Jabiru,BHP Billiton,Installed,Oil Producer,Satellite,1989,Cooper Cameron,120,
Australia/New Zealand,Australia,AC/L1,Jabiru,#1,Jabiru,BHP Billiton,Installed,Oil Producer,Satellite,1990,Cooper Cameron,119,
Australia/New Zealand,Australia,JPDA 03-01,Jahal,#1,Jahal,Woodside,Possible,,Satellite,2015,,430,
Australia/New Zealand,Australia,JPDA 03-01,Jahal,#1,Jahal,Woodside,Possible,,Satellite,2015,,430,
Australia/New Zealand,Australia,WA-356-P,Brunello,#1,Julimar Development Project (JDP),Apache,Construction,Gas Producer,,2015,GE Oil & Gas,154,
Australia/New Zealand,Australia,WA-356-P,Brunello,#1,Julimar Development Project (JDP),Apache,Construction,Gas Producer,,2015,GE Oil & Gas,154,
Australia/New Zealand,Australia,WA-356-P,Brunello,#1,Julimar Development Project (JDP),Apache,Construction,Gas Producer,,2015,GE Oil & Gas,154,
Australia/New Zealand,Australia,WA-356-P,Brunello,#1,Julimar Development Project (JDP),Apache,Construction,Gas Producer,,2015,GE Oil & Gas,154,
Australia/New Zealand,Australia,WA-356-P,Brunello,#1,Julimar Development Project (JDP),Apache,Construction,Gas Producer,,2015,GE Oil & Gas,154,
Australia/New Zealand,Australia,WA-5-L,Keast,#1,Keast,Woodside,Possible,,Cluster,2018,,110,
Australia/New Zealand,Australia,WA-5-L,Keast,#1,Keast,Woodside,Possible,,Cluster,2018,,110,
Australia/New Zealand,Australia,WA-5-L,Keast,#1,Keast,Woodside,Possible,,Cluster,2018,,110,
Australia/New Zealand,Australia,WA-5-L,Keast,#1,Keast,Woodside,Possible,,Cluster,2018,,110,
Australia/New Zealand,Australia,VIC/L4,Kipper Tuna Turrum,#2,Kipper Phase 1,ExxonMobil,Installed,Gas Producer,Cluster,2010,VetcoGray,94,Initial Kipper gas development via two subsea gas wells and four subsea coolers
Australia/New Zealand,Australia,VIC/L4,Kipper Tuna Turrum,#2,Kipper Phase 1,ExxonMobil,Installed,Gas Producer,Cluster,2010,VetcoGray,94,Initial Kipper gas development via two subsea gas wells and four subsea coolers
Australia/New Zealand,Australia,VIC/RL2,Kipper Tuna Turrum,#1,Kipper Tuna Turrum,ExxonMobil,Installed,Gas Producer,,2012,VetcoGray,100,
Australia/New Zealand,Australia,VIC/RL2,Kipper Tuna Turrum,#1,Kipper Tuna Turrum,ExxonMobil,Installed,Gas Producer,,2012,VetcoGray,100,
Australia/New Zealand,Australia,JPDA 06-105,Kitan,#1,Kitan,Eni,Installed,Oil Producer,Cluster,2011,FMC,305,
Australia/New Zealand,Australia,JPDA 06-105,Kitan,#1,Kitan,Eni,Installed,Oil Producer,Cluster,2011,FMC,305,
Australia/New Zealand,Australia,JPDA 06-105,Kitan,#1,Kitan,Eni,Installed,Oil Producer,Cluster,2011,FMC,305,
Australia/New Zealand,Australia,JPDA 03-01,Kuda Tasi,#1,Kuda Tasi,Woodside,Possible,,Cluster,2015,,430,
Australia/New Zealand,Australia,JPDA 03-01,Kuda Tasi,#1,Kuda Tasi,Woodside,Possible,,Cluster,2015,,430,
Australia/New Zealand,Australia,JPDA 03-01,Kuda Tasi,#1,Kuda Tasi,Woodside,Possible,,Cluster,2015,,430,
Australia/New Zealand,Australia,JPDA 03-01,Kuda Tasi,#1,Kuda Tasi,Woodside,Possible,,Cluster,2015,,430,
Australia/New Zealand,Australia,JPDA 03-01,Kuda Tasi,#1,Kuda Tasi,Woodside,Possible,,Cluster,2015,,430,
Australia/New Zealand,Australia,JPDA 03-01,Kuda Tasi,#1,Kuda Tasi,Woodside,Possible,,Cluster,2015,,430,
Australia/New Zealand,Australia,JPDA 03-01,Kuda Tasi,#1,Kuda Tasi,Woodside,Possible,,Cluster,2015,,430,
Australia/New Zealand,Australia,JPDA 03-01,Kuda Tasi,#1,Kuda Tasi,Woodside,Possible,,Cluster,2015,,430,
Australia/New Zealand,Australia,V11-2,La Bella,#1,La Bella,"WHL Energy, BHP Billiton",Planned,Gas Producer,,2016,,95,
Australia/New Zealand,Australia,V11-2,La Bella,#1,La Bella,"WHL Energy, BHP Billiton",Planned,Gas Producer,,2016,,95,
Australia/New Zealand,Australia,WA-8-R,Cossack Wanaea Lambert Hermes (CWLH),#4,Lambert/Hermes,Woodside,Installed,Oil Producer,Satellite,1997,FMC,127,Set 7/97
Australia/New Zealand,Australia,WA-8-R,Cossack Wanaea Lambert Hermes (CWLH),#4,Lambert/Hermes,Woodside,Installed,Oil Producer,Satellite,1998,FMC,127,
Australia/New Zealand,Australia,WA-271-P,Laverda,#1,Laverda,Woodside,Possible,,,2018,,850,
Australia/New Zealand,Australia,WA-271-P,Laverda,#1,Laverda,Woodside,Possible,,,2018,,850,
Australia/New Zealand,Australia,WA-271-P,Laverda,#1,Laverda,Woodside,Possible,,,2018,,850,
Australia/New Zealand,Australia,WA-271-P,Laverda,#1,Laverda,Woodside,Possible,,,2018,,850,
Australia/New Zealand,Australia,WA-271-P,Laverda,#1,Laverda,Woodside,Possible,,,2018,,850,
Australia/New Zealand,Australia,WA-271-P,Laverda,#1,Laverda,Woodside,Possible,,,2018,,850,
Australia/New Zealand,Australia,WA-271-P,Laverda,#1,Laverda,Woodside,Possible,,,2018,,850,
Australia/New Zealand,Australia,WA-271-P,Laverda,#1,Laverda,Woodside,Possible,,,2018,,850,
Australia/New Zealand,Australia,VIC/P54,Longtom,#1,Longtom,Nexus Energy,Installed,Gas Producer,Cluster,2006,Cooper Cameron,54,Timing of the third production well will depend on the results of Longtom-4 and the field's production performance over time.
Australia/New Zealand,Australia,VIC/P54,Longtom,#1,Longtom,Nexus Energy,Installed,Gas Producer,Cluster,2008,Cooper Cameron,54,Timing of the third production well will depend on the results of Longtom-4 and the field's production performance over time.
Australia/New Zealand,Australia,VIC/P54,Longtom,#1,Longtom,Nexus Energy,Planned,Gas Producer,Cluster,2014,,56,"05/13: Nexus to drill Longtom-5 well by end-2014

Third infill well"
Australia/New Zealand,Australia,NT/P12,Loxton Shoals,#2,Loxton Shoals,Woodside,Possible,,,2021,,160,
Australia/New Zealand,Australia,NT/P12,Loxton Shoals,#2,Loxton Shoals,Woodside,Possible,,,2021,,160,
Australia/New Zealand,Australia,NT/P12,Loxton Shoals,#2,Loxton Shoals,Woodside,Possible,,,2021,,160,
Australia/New Zealand,Australia,NT/P12,Loxton Shoals,#2,Loxton Shoals,Woodside,Possible,,,2021,,160,
Australia/New Zealand,Australia,NT/P12,Loxton Shoals,#2,Loxton Shoals,Woodside,Possible,,,2021,,160,
Australia/New Zealand,Australia,NT/P12,Loxton Shoals,#2,Loxton Shoals,Woodside,Possible,,,2021,,160,
Australia/New Zealand,Australia,NT/P12,Loxton Shoals,#2,Loxton Shoals,Woodside,Possible,,,2021,,160,
Australia/New Zealand,Australia,NT/P12,Loxton Shoals,#2,Loxton Shoals,Woodside,Possible,,,2021,,160,
Australia/New Zealand,Australia,,Loxton Shoals,#1,Loxton Shoals,Woodside,Possible,,,2023,,250,
Australia/New Zealand,Australia,,Loxton Shoals,#1,Loxton Shoals,Woodside,Possible,,,2023,,250,
Australia/New Zealand,Australia,,Loxton Shoals,#1,Loxton Shoals,Woodside,Possible,,,2023,,250,
Australia/New Zealand,Australia,,Loxton Shoals,#1,Loxton Shoals,Woodside,Possible,,,2023,,250,
Australia/New Zealand,Australia,,Loxton Shoals,#1,Loxton Shoals,Woodside,Possible,,,2023,,250,
Australia/New Zealand,Australia,,Loxton Shoals,#1,Loxton Shoals,Woodside,Possible,,,2023,,250,
Australia/New Zealand,Australia,,Loxton Shoals,#1,Loxton Shoals,Woodside,Possible,,,2023,,250,
