FieldsBase Discovery Search - Data Download,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 13:48 for Dirk Rook,,,,,,,,,,,
,,,,,,,,,,,
Filters:,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Region,Country,Block,Field,Well name,Operator,Type,Discovery year,Announced date,Well water depth (m),Zones,Remark
"Canada, Other",Canada,,Skate,Skate B-80,Panarctic Oil,"Oil, Gas",1981,15 Mar 1981,348,2,Well drilled from ice platform. Development plansare unknown.
"Canada, Other",Canada,,Tarsiut,Tarsiut #A-25,Dome Petroleum,"Oil, Gas",1979,15 Nov 1979,23,2,"Well spudded in 1979, buttesting not carried outuntil 1980.Development plans are unknown."
"Canada, Other",Canada,,Whitefish,Whitefish G-63,Panarctic Oil,Gas,1979,15 Jan 1980,279,1,Development plans are unknown.
Caspian Sea,Azerbaijan,Absheron,Absheron,Absheron X-2,Total,Gas,2011,9 Sep 2011,500,1,
Caspian Sea,Azerbaijan,,Shah Deniz,SDX-4,BP,Gas,2007,14 Nov 2007,400,1,Drilled as an appraisal well.Discovered another formation below originalTesting constrained by surface equipment
Caspian Sea,Azerbaijan,Umid-Babek,Umid,Umid,SOCAR,"Gas, Condensate",2010,24 Nov 2010,58,1,
Caspian Sea,Iran,Iranian Caspian,Sadar E Jangal,Unnamed discovery,NIOC,Gas,2011,13 Dec 2011,700,1,50 tcf of gas. drilled by Amir Kabir.
Caspian Sea,Iran,Iranian Caspian,Sadar E Jangal,Unnamed oil discovery,NIOC,Oil,2012,22 May 2012,600,1,"05/12: A column of oil between 24 and 30 metres (79 and 98 feet) was found at a depth of 05/12: 2,460m (8,069ft) during the development of a major gas field in the Caspian, using Iranian-built semi Amir Kabir."
Caspian Sea,Kazakhstan,Pearls,Khazar (Hazar),Khazar-1,Caspi Meruerty,"Oil, Gas",2008,3 Oct 2008,,1,
Caspian Sea,Kazakhstan,N Block,Rakushechnoe More,Rakushechnoe More,KazMunayGaz,"Oil, Gas",2011,26 Jan 2011,50,1,
Caspian Sea,Kazakhstan,Lagansky,Vladimir Filanovsky,Filanovsky #1,Lukoil,Oil,2006,26 Jan 2006,,1,Largest commercial find in Caspian in 10 years.600 Million bbl oil1.2 Trillion cuft GasAlso Known as: Rakushechnoye-2
Caspian Sea,Russia,Lagansky,Morskaya,Morskaya-1,Lundin Oil,,2008,15 Jul 2008,2,0,Testing of two zones planned.
Caspian Sea,Russia,Lagansky,Morskaya,Blk Lagansky Morskaya-1,Lundin Oil,"Oil, Gas",2008,3 Jul 2008,2,1,"Drilled to 6,831 feet"
Caspian Sea,Russia,D-222,Yalama-Samur,Yalama #1,Tsentrkasneftegaz,"Oil, Condensate",2008,29 May 2008,462,2,Field may contain 730 million barrels
Caspian Sea,USSR,,Skalistoye-More South,Skalistoye-More #1,USSR,Oil,1987,2 Nov 1987,15,1,
Central America,Cuba,,Cupey,Cupey #1X,Canada Northwest,Oil,1994,31 May 1994,20,1,Well suspended
Central America,Cuba,7,Santa Cruz,Santa Cruz,PEBERCAN,Oil,2004,27 Dec 2004,,1,
Central America,Trinidad and Tobago,22,Block 22,Cassra-1,Petro-Canada,,2008,24 Jan 2008,430,0,
Central America,Trinidad and Tobago,22,Block 22,Sancoche-1,Petro-Canada,,2008,1 May 2008,430,0,Further appraisal work will be completed before development options are considered.
Central America,Trinidad and Tobago,5c,Block 5(c),Bounty 1,Canadian Superior,Gas,2008,7 Aug 2008,305,1,3.5 km from Intrepid Victory
Central America,Trinidad and Tobago,5c,Block 5(c),Endeavor,Canadian Superior,Gas,2009,3 Mar 2009,286,1,"TVD: 17,426"
Central America,Trinidad and Tobago,5c,Block 5(c),Intrepid Victory,Canadian Superior,"Gas, Condensate",2008,14 Jan 2008,251,2,Well could produce as much as 100MMcf/d when all zones are tested. Testing restricted by surface equipment
Central America,Trinidad and Tobago,,Carambola,Carambola #1,Mobil,Gas,1992,2 Mar 1992,27,2,Future plans unknown.
Central America,Trinidad and Tobago,,Galeota,EG8,Bayfield Energy,"Oil, Gas",2012,13 Mar 2012,41,1,
Central America,Trinidad and Tobago,,Galeota East,Galeota East-2,,"Oil, Gas, Condensate",1978,2 Oct 1978,42,6,
Central America,Trinidad and Tobago,Guayaguayare Shallow,Guayaguayare Bay Marine (GBM-1X),GBM-1X,Niko,Oil,1972,4 Dec 1972,20,1,
Central America,Trinidad and Tobago,,Iguana,Iguana-1,Texaco,Gas,1982,1 Aug 1982,27,2,
Central America,Trinidad and Tobago,,Juniper,Corallita #1,Amoco,Gas,1996,22 Feb 1996,109,3,"Well suspended; 1,200' net pay in five zones; additional wells are planned"
Central America,Trinidad and Tobago,3(b),Kugler,Kugler-1,Anadarko,,2007,30 Sep 2007,,0,Hydrocarbons Found
Central America,Trinidad and Tobago,,LRL-2 (Kingfisher),LRL-2,PETROTRIN,Gas,2005,1 Feb 2005,64,1,
Central America,Trinidad and Tobago,,Manicou,Manicou-1,Centrica,Gas,1977,1 Mar 1977,30,4,
Central America,Trinidad and Tobago,,Onyx,Onyx-1,Repsol,,1971,1 Oct 1971,53,0,
Central America,Trinidad and Tobago,,Puncheon,Puncheon-1,BHP Billiton,Oil,2004,20 Apr 2004,43,1,Discovery declared non-commercial.
Central America,Trinidad and Tobago,3a,Ruby,Ruby-1,BHP Billiton,Oil,2006,2 Nov 2006,61,1,"Appraisal and sanction planning currently underway. Field anticipated to come on stream in 2010, but operator is attempting to bring that date forward. 3 exp wells planned for next year, with one being an extension of the Ruby discovery well."
Central America,Trinidad and Tobago,,Teak,TB14,Repsol,Oil,2014,3 Jul 2014,55,1,
Central America,Trinidad and Tobago,4a,Toucan,E-1,EOG,Gas,2006,28 Mar 2006,305,1,
Central America,Trinidad and Tobago,,Zandolie,Zandolie-1,Petro-Canada,,2007,1 Oct 2007,17,0,
Far East,China,Bonan,Bozhong (BZ) 2-1,BZ 2-1-2,CNOOC,"Oil, Gas",2009,26 Mar 2009,26,1,"TVD:12,828"
Far East,China,Bonan,Bozhong (BZ) 22-1,BZ 22-1-2,CNOOC,Gas,2014,24 Mar 2014,25,1,
Far East,China,Bonan,Bozhong (BZ) 23-3,BZ 23-3-1,CNOOC,Oil,2013,30 Aug 2013,,1,
Far East,China,,Bozhong (BZ) 26-2,Bohai Gulf 26-2-1,Bohai Oil,"Oil, Gas",1996,17 Jul 1996,21,2,Well suspended
Far East,China,,Bozhong (BZ) 26-3,Bozhong 26-3,CNOOC,,2007,26 Nov 2007,,0,
Far East,China,Bonan,Bozhong (BZ) 28-2E,BZ 28-2E,CNOOC,"Oil, Gas",2007,19 Mar 2007,20,2,
Far East,China,Bonan,Bozhong (BZ) 29-1,BZ 29-1,CNOOC,,2009,29 Aug 2009,,0,
Far East,China,Bonan,Bozhong (BZ) 29-5,BZ 29-5-1,CNOOC,"Oil, Gas",2008,12 Aug 2008,21,3,
Far East,China,Bonan,Bozhong (BZ) 34-9,BZ 34-9-1,CNOOC,Oil,2013,15 Aug 2013,,1,
Far East,China,,Bozhong (BZ) 8-4,Bozhong 8-4-2,CNOOC,"Oil, Gas",2013,30 Jul 2013,28,1,
Far East,China,Bonan,Bozhong 28/34 Cluster,Bozhong 29-4-2,CNOOC,"Oil, Gas",2006,24 Mar 2006,21,2,
Far East,China,Bonan,Bozhong 28/34 Cluster,BZ 34-3-3D,CNOOC,,2011,24 Aug 2011,20,0,
Far East,China,Bonan,Bozhong 28/34 Cluster,BZ 28-2S-1,CNOOC,"Oil, Gas",2006,28 Mar 2006,22,1,
Far East,China,,Caofeidian (CFD) 11-5,CFD 11-5-1,Kerr-McGee,Oil,2003,29 May 2003,27,1,
Far East,China,,Caofeidian (CFD) 14-5,CFD 14-5-1,Kerr-McGee,Oil,2004,25 Oct 2004,23,1,
Far East,China,CFD 22-2,Caofeidian (CFD) 22-2,Caofeidian CFD 22-2-1,Kerr-McGee,Oil,2006,12 Jun 2006,15,1,
Far East,China,,Caofeidian (CFD) 22-2,CFD 22-2-1,Kerr-McGee,Oil,2006,12 Jun 2006,15,1,
Far East,China,Changjiang25,Dongfang (DF) 1-1,Dong Fang 1-1-12,CNOOC,,2009,30 Oct 2009,70,1,
Far East,China,Changjiang25,Dongfang (DF) 13-2,DF 13-2-1,,Gas,2012,20 Apr 2012,65,1,
Far East,China,,Dongfang 01-1 (Yi) 12,Dongfang 1-1-12,CNOOC,,2009,30 Oct 2009,,0,
Far East,China,Liuhua 07,Enping Cluster,EP 24-2-1,CNOOC,Oil,2010,19 Aug 2010,,1,
Far East,China,Foshan22,Enping Cluster,EP 18-1-2D,CNOOC,,2012,24 Apr 2012,100,0,
Far East,China,16/19,Huizhou (HZ) 25-4,Huizhou 25-4-1,CNOOC,Oil,2006,10 Jan 2006,102,1,
Far East,China,16/19,Huizhou (HZ) 25-8/Xijiang (XJ) 24-1,Huizhou (HZ) 25-8,CNOOC,"Oil, Gas",2009,31 Aug 2009,,1,
Far East,China,,Huizhou (HZ) 27-1,Huizhou 27-1-1,CACT,Oil,1986,15 Apr 1986,119,1,Well flowed from a singlestratum.
Far East,China,,Huizhou (HZ) 33-1,Huizhou 33-1-1,CACT,Oil,1985,15 Jan 1985,116,2,Further evaluation necessary.
Far East,China,,Huizhou 9-2,Huizhou 9-2,Devon Energy,"Oil, Gas",2001,12 Jun 2001,111,2,
Far East,China,Liaoxi,Jinzhou (JZ) 20-2N,Jinzhou 20-2N-1,CNOOC,"Oil, Gas",2009,28 Jul 2009,16,2,"TVD: 12,205"
Far East,China,Liaoxi,Jinzhou (JZ) 23-2,Jinzhou 23-2-3,CNOOC,"Oil, Gas",2014,24 Oct 2014,10,1,
Far East,China,,Jinzhou (JZ) 25-1,JZ 25-1,CNOOC,"Oil, Gas",2007,31 Aug 2007,28,2,
Far East,China,,Jinzhou (JZ) 25-1S,JZ 25-1S-6,CNOOC,"Oil, Gas",2007,31 Jul 2007,28,2,
Far East,China,,Jinzhou (JZ) 31-6,JZ-31-6-1,CNOOC,Gas,2006,10 Nov 2006,28,1,
Far East,China,,Jinzhou 16-2,Jinzhou 16/4 -2,Bohai Oil,"Oil, Gas",1994,12 Sep 1994,12,2,Well suspended
Far East,China,,Jinzhou 21-1S-1,Jin Zhou (JZ) 21-1S-1,CNOOC,Oil,2004,3 Aug 2004,20,1,Well tested at rates between 500 and 700 b/d of oil.
Far East,China,Kenli,Kenli (KL) 10-1,Kenli KL 10-1-1,CNOOC,"Oil, Gas",2008,15 Jul 2008,17,1,
Far East,China,Kenli,Kenli (KL) 10-4,Kenli KL 10-4-1,CNOOC,Oil,2013,30 Jul 2013,15,1,
Far East,China,,Kenli (KL) 16-1,Kenli KL 16-1-1,CNOOC,Oil,2014,28 Aug 2014,20,1,Discovery well KL16-1-1 encountered oil pay zones with a total thickness of 45 meters
Far East,China,Kenli,Kenli (KL) 2-1,Kenli KL 2-1-2,CNOOC,Oil,2012,24 Apr 2012,22,1,
Far East,China,Kenli,Kenli (KL) 20-1,Kenli KL 20-1-1,CNOOC,,2007,26 Nov 2007,20,0,
Far East,China,Kenli,Kenli (KL) 3-1,Kenli KL 3-1-1,CNOOC,,2008,10 Sep 2008,26,0,
Far East,China,Bonan,Kenli (KL) 3-2 Cluster,BZ 35-2-2,CNOOC,"Oil, Gas",2008,5 Oct 2008,20,1,
Far East,China,Kenli,Kenli (KL) 6-4,Kenli KL 6-4-1,CNOOC,,2010,20 Aug 2010,20,1,
Far East,China,Kenli,Kenli (KL) 9-5/9-6,Kenli KL 9-5-2D,CNOOC,Oil,2013,24 Oct 2013,9,1,
Far East,China,Kenli,Kenli (KL) 9-5/9-6,Kenli 9-6-2,CNOOC,Oil,2013,24 Oct 2013,6,1,
Far East,China,,Lingshui (LS) 17-2,Lingshui LS 17-2-1,CNOOC,Gas,2014,19 Mar 2014,"1,450",1,
Far East,China,64/11,Lingshui (LS) 22-1,Lingshui LS 22-1-1,BG,Gas,2010,15 Dec 2010,"1,338",1,
Far East,China,,Lingtou 1-1,Lingtou 1-1-1,Nanhai West,"Oil, Gas",1996,18 Mar 1996,51,2,Well suspended
Far East,China,33/07,Lishui (LS) 35-3,Lishui LS 35-3-1,CNOOC,Gas,2010,30 Nov 2010,,1,
Far East,China,29/04,Liuhua (LH) 16-2,Liuhua 16-2,CNOOC,,2010,20 Aug 2010,,1,
Far East,China,29/26,Liuhua (LH) 29-1,Liuhua (LH) 29-1-1,Husky Oil,Gas,2010,9 Feb 2010,723,1,
Far East,China,29/26,Liuhua (LH) 29-1,Linhua 29-1-3,CNOOC,Gas,2010,27 Oct 2010,"2,900",1,10/10 second appraisal well in Blk 29-1
Far East,China,,Liuhua (LH) 29-2,LH 29-2-1,CNOOC,Gas,2012,21 Aug 2012,,1,
Far East,China,29/26,Liuhua (LH) 34-2,Liuhua 34-2-1,Husky Oil,Gas,2009,9 Dec 2009,"1,145",1,Flow restricted by surface equipmentPossible production rate of 140 MMcfg/d
Far East,China,29/26,Liwan (LW) 3-1,Liwan 3-1-1,Husky Oil,Gas,2006,14 Jun 2006,"1,500",1,"Appraisal well flowed at 53   million cubic feet a day February 23, 2009"
Far East,China,,Liwan (LW) 4-1,Liuhua 4-1-1,Amoco,Oil,1987,24 Jun 1987,259,1,
Far East,China,,Liwan (LW) 9-1,PL 9-1-1,Phillips,Oil,2000,20 Jul 2000,23,3,Abandoned; 6mi long structure 25mi NNE of PL 19-3 field.
Far East,China,,Longjing,Longjing #2,PRC,Gas,1982,15 Aug 1982,,1,No flow rates reported. Further drilling planned.
Far East,China,,Luda (LD) 16-3S,Luda LD 16-3S-1,CNOOC,"Oil, Gas",2014,28 Aug 2014,20,1,Discovery well LD16-3S-1 encountered oil and gas pay zones with a total thickness of 127 meters
Far East,China,Liaodong,Luda (LD) 21-2,Luda LD 21-2-1D,CNOOC,Oil,2012,24 May 2012,20,1,
Far East,China,,Luda (LD) 27-2/32-2,Luda LD 27-2-3,CNOOC,Oil,2002,17 May 2002,21,1,
Far East,China,,Luda (LD) 28-1,Luda LD 28-1-1,Chevron,Oil,1999,18 Jan 1999,28,1,Suspended; tight hole
Far East,China,Liaoxi,Luda (LD) 5-2N,Luda LD 5-2N-2,CNOOC,,2013,23 Oct 2013,31,1,
Far East,China,Liaoxi,Luda (LD) 5-2N,Luda LD 5-2N-4,CNOOC,,2013,23 Oct 2013,31,0,
Far East,China,02/31,Luda (LD) 6-2,Luda LD 6-2-1,CNOOC,"Oil, Gas",2006,10 Jul 2006,30,4,Drill stem test
Far East,China,16/05,Lufeng,Blk 16/05 LF7-2-1 Pearl River Mouth Basin,Newfield Exploration,Oil,2008,28 Apr 2008,,1,Found 60 feet of Net Pay
Far East,China,17/15,Lufeng (LF) 15-1,Lufeng 15-1-1,"Oxy Petroleum, Inc.",Oil,1986,15 Mar 1986,285,2,Well is the sixth drilledin the area where largeoil and gasdeposits arethought to be.
Far East,China,16/05,Lufeng (LF) 7-1/7-2,Lufeng 7-1,Newfield Exploration,"Oil, Gas",2009,29 Oct 2009,,1,
Far East,China,16/05,Lufeng (LF) 7-1/7-2,Lufeng 7-2,CNOOC,,2008,10 Sep 2008,,0,
Far East,China,16/05,Lufeng (LF) 7-1/7-2,Blk 16/05 LF7-1,Newfield Exploration,Oil,2009,9 Sep 2009,107,1,"TVD: 10,000 feet
Well does not communicate with LF7-2 which is very close"
Far East,China,Xijiang33,Panyu (PY) 10-4,Panyu 10-4-1,CNOOC,,2009,30 Oct 2009,,1,
Far East,China,15/34,Panyu (PY) 11-5,Blk 15/34 Panyu 11-5-1,CNOOC,Oil,2007,26 Nov 2007,95,1,Found 42.6 feet of Net Pay
Far East,China,,Panyu (PY) 3-1,Panyu 3-1-2,Devon Energy,"Oil, Gas",2005,1 May 2005,101,1,Non Commercial
Far East,China,Liuhua 07,Panyu (PY) 30-1,PY 30-1-1,,Gas,2002,28 Nov 2002,,1,
Far East,China,,Panyu (PY) 6-4,Panyu 6-4-1,Devon Energy,Oil,2002,28 May 2002,110,1,
Far East,China,11/05,Penglai (PL) 13-1,PL 13-1-1,ConocoPhillips,Oil,2003,13 Jun 2003,26,1,
Far East,China,11/05,Penglai (PL) 13-2,PL 13-2-1D,CNOOC,,2011,24 Aug 2011,26,0,
Far East,China,Bozhong 09,Penglai (PL) 15-2,Penglai (PL) 15-2-1,CNOOC,,2012,17 Apr 2012,25,0,
Far East,China,11/05,Penglai (PL) 19-9,PL 19-9-1,ConocoPhillips,,2003,16 Jun 2003,31,0,
Far East,China,11/05,Penglai (PL) 9-1,PL 9-1-2,CNOOC,Oil,2010,19 Apr 2010,29,1,
Far East,China,06/17,Qinhuangdao (QHD) 27-3,QHD 27-3-1,CNOOC,,2012,24 Apr 2012,20,0,
Far East,China,39/05,Qinhuangdao (QHD) 29-2,QHD 29-2-1,CNOOC,"Oil, Gas",2009,26 Mar 2009,27,2,
Far East,China,05/36,Qinhuangdao (QHD) 33-1S,QHD 33-1S-1,CNOOC,,2010,19 Aug 2010,,1,
Far East,China,06/17,Qinhuangdao (QHD) 33-2,QHD 33-2-1,CNOOC,,2011,24 Aug 2011,20,0,
Far East,China,06/17,Qinhuangdao (QHD) 33-3,QHD 33-3-1,CNOOC,,2011,24 Aug 2011,20,0,
Far East,China,05/36,Qinhuangdao (QHD) 35-2,QHD 35-2-1,CNOOC,"Oil, Gas",2008,10 Sep 2008,,1,
Far East,China,05/36,Qinhuangdao (QHD) 35-4,QHD 35-4-3,CNOOC,"Oil, Gas",2009,13 Aug 2009,26,2,"TVD: 7,267 feet"
Far East,China,05/36,Qinhuangdao (QHD) 36-3,Qinhuangdao (QHD) 36-3,CNOOC,,2009,26 Aug 2009,,0,
Far East,China,,Qionghai 18-1,Qionghai 18-1-2,Nanhai West,Oil,1998,14 Dec 1998,,1,Completed
Far East,China,,Shengshun,Shengshun #1,Sinopec,,2005,1 May 2005,,0,
Far East,China,Liaoxi,Suizhong (SZ) 36-1,Bohai Bay Suizhong (SZ) 36-1s-1,CNOOC,,2009,3 Jun 2009,,1,
Far East,China,Liaoxi,Suizhong (SZ) 36-1S,Suizhong (SZ) 36-1S,CNOOC,,2009,29 Aug 2009,,0,
Far East,China,,Tiantai 12-1,Tiantai 12-1-1,Sinopec,Gas,2013,31 Jan 2013,100,1,
Far East,China,Yulin 35,Weizhou  (WZ) 12-11,WZ 12-11-1D,CNOOC,Oil,2013,15 Aug 2013,,1,
Far East,China,Yulin 35,Weizhou (WZ) 11-7,WZ 11-7-1,CNOOC,,2007,26 Nov 2007,,0,
Far East,China,Yulin 35,Weizhou (WZ) 11-7N,WZ 11-7N-2,CNOOC,,2004,31 Aug 2004,,0,
Far East,China,Yulin 35,Weizhou (WZ) 11-8,WZ 11-8,CNOOC,,2007,26 Nov 2007,,0,
Far East,China,22/12,Weizhou (WZ) 12-10,WZ 12-10-1,CNOOC,Oil,2014,29 Sep 2014,35,1,
Far East,China,Yulin 35,Weizhou (WZ) 12-1S,WZ 12-1S-1,CNOOC,,2010,19 Aug 2010,40,1,
Far East,China,Yulin 35,Weizhou (WZ) 12-1W,WZ 12-1W,CNOOC,,2010,19 Aug 2010,,1,
Far East,China,,Weizhou (WZ) 19-1N,Weizhou 19-1N,CNOOC,,2008,10 Sep 2008,,0,
Far East,China,22/12,Weizhou (WZ) 6-12/12-8,Wei 6-12-S-1,Roc Oil,"Oil, Gas",2006,8 May 2006,30,3,"CNOOC is entitled to 51%Zone One Perfs @ 6,738 - 6,791Zone Two Perfs @ 7,221 - 7,270Zone Thr Perfs @ 7,309 - 7,352Zone For Perfs @ 7,990 - 8,030"
Far East,China,22/12,Weizhou (WZ) 6-12N,WZ 6-12N-1,Roc Oil,Oil,2012,10 Oct 2012,29,1,
Far East,China,Yulin 35,Weizhou (WZ) 6-3,Weizhou 6-3,CNOOC,,2008,10 Sep 2008,,0,
Far East,China,,Weizhou 10-3W,Weizhou 10-3W-1,Nanhai West,"Oil, Gas",1995,20 Nov 1995,,2,Well suspended
Far East,China,Yulin 35,Weizhou Cluster,WZ 6-1,CNOOC,,2007,26 Nov 2007,,0,
Far East,China,Yulin 35,Weizhou Cluster,WZ 11-2,CNOOC,,2007,26 Nov 2007,,0,
Far East,China,Yulin 35,Weizhou Cluster,WZ 6-9,CNOOC,,2006,1 Jun 2006,,0,
Far East,China,Yangjiang31/32,Wenchang (WC) 15-3,Wenchang 15-3-L,CNOOC,,2009,3 Jun 2009,,1,
Far East,China,Yangjiang31/32,Wenchang (WC) 8-3E,Wenchang 8-3E-1,CNOOC,,2009,3 Jun 2009,,1,
Far East,China,23/15,Wushi (WS) 1-4,Wushi 1-4,CNOOC,,2009,29 Aug 2009,,0,
Far East,China,23/15,Wushi (WS) 17-2,WS 17-2-1,CNOOC,,2011,24 Aug 2011,,0,
Far East,China,23/15,Wushi (WS) 22-7,Wushi 22-7-1,CNOOC,Oil,2013,31 Jan 2013,14,1,
Far East,China,Zhanghai,Zhao Dong,ZD CP2N-H-1,Roc Oil,"Oil, Gas",2011,25 Aug 2011,5,1,
Far East,Japan,,Aga Tobu Oki SI 1,Agi Tobu Lki SI-1,Japex,"Oil, Gas",1985,15 Jan 1985,78,2,Further drilling planned.
Far East,Japan,,NT1,NT1,Japex,Gas,2013,1 Mar 2013,,1,
Far East,Japan,,Sanriku Oki,Sanriku Oki,JNOC,Gas,1999,5 Nov 1999,850,5,Suspended; off north Japan.  Studies underway. Drilled by semi MG HULME.
Far East,Russia,Veninsky,Severo-Veninskoye,Severo-Veninskoye 2,Venineft,"Gas, Condensate",2006,25 Oct 2006,,2,"TVD: 10,499 feet"
Far East,Russia,,Vasyukanskoye Yuzhnoye,Yuzhnaya-1,Elvary Neftegaz,Oil,2006,15 Aug 2006,100,1,Maui - IHS Energy
Far East,Russia,Veninsky,Veninskoye,Veninskoye 1,Venineft,,2009,26 Oct 2009,27,0,"TVD: 11,876 feet"
Far East,Russia,Veninsky,Yuzhno-Ayashskoye,Yuzhno-Ayashskaya-1,Elvary Neftegaz,"Oil, Gas",2006,15 Aug 2006,70,1,
Far East,South Korea,,Donghae/Gorae,Gorae #1,PEDCO,Gas,1993,11 Oct 1993,146,1,Five wells are planned
Indian Ocean,Bangladesh,16,Magnama,Blk 16 Magnama-1,Cairn Energy,Gas,2008,4 Jan 2008,14,1,
Indian Ocean,Bangladesh,16,Sangu,Sangu-II,Santos,,2012,15 Feb 2012,10,0,
Indian Ocean,India,MN-DWN-98/3,A-1,MN-DWN-98/3/A-1,ONGC,Gas,2008,15 Jan 2008,"1,067",1,Thin sand layer 4-6 feet thick
Indian Ocean,India,KG-DWN-98/3 (KG-D6),AA-1,AA-1,Reliance,Gas,2007,19 Feb 2007,"1,858",1,
Indian Ocean,India,KG-OSN-2004/1,Alankari,Alankari #1,ONGC,Gas,2012,9 Feb 2012,21,1,
Indian Ocean,India,CB-OSN-2003/1,Aliabet,Aliabet #2,ONGC,"Gas, Condensate",2011,28 Feb 2011,,1,
Indian Ocean,India,,B-126-1,B-126,ONGC,Oil,1991,17 Jun 1991,79,1,"Estimated field production of20,000 B/D."
Indian Ocean,India,Mumbai High,B-127 cluster,B-127E-1,ONGC,"Oil, Gas",2011,2 Dec 2011,70,1,
Indian Ocean,India,,B-15-2,B-15-2,ONGC,"Oil, Gas",1994,15 Aug 1994,43,2,Well suspended
Indian Ocean,India,,B-153 1,B-153-1,ONGC,Oil,1995,22 Jun 1995,61,1,Additional drilling is planned
Indian Ocean,India,,B-174-1,B-174 Structure #1,ONGC,"Gas, Condensate",1985,15 Jun 1985,,2,Find believed to add 1 billioncubic meters to recoverable reserves of Bombay High area.
Indian Ocean,India,,B-22 cluster,BS-12-1,ONGC,"Oil, Gas",1991,15 Dec 1991,64,2,
Indian Ocean,India,,B-22 cluster,Bassein #BS-13-1,ONGC,"Gas, Condensate",1991,21 Feb 1991,70,2,The find is located 22 kmwestof South Bassein gas field. The structure isconsidered veryprospective and could produceupto 1.2 Bcfd.
Indian Ocean,India,,B-22 cluster,B-149-4,ONGC,Oil,1992,11 Feb 1992,,1,
Indian Ocean,India,BOFF-123 PEL,BH#67,BH#67,ONGC,"Gas, Condensate",2011,31 May 2011,,1,
Indian Ocean,India,Tapti-Daman,C-23-9,C-23#9,ONGC,Gas,2011,28 Feb 2011,40,1,
Indian Ocean,India,,C-37-1,C-37-1,ONGC,Oil,1995,22 Jun 1995,23,1,Additional drilling is planned
Indian Ocean,India,,CA-1,CA Structure,ONGC,"Oil, Gas",1986,22 Sep 1986,,2,Further studies to be carriedout.
Indian Ocean,India,KG-OSN-2004/1,Chandrika South,Chandrika South-1,ONGC,Gas,2011,31 Oct 2011,173,1,
Indian Ocean,India,Charada-3,Charada,Charada-3,ONGC,Oil,2009,24 Jun 2009,"1,311",1,
Indian Ocean,India,,D-1-14,D-1-14,ONGC,Oil,2007,24 Dec 2007,,1,
Indian Ocean,India,,D-12-1,D-12 Structure #1,ONGC,Gas,1983,15 Jan 1983,82,1,
Indian Ocean,India,,D-31-1,D-31-1,ONGC,"Oil, Gas",1999,24 Jan 2000,,2,Abandoned; reached TD 7/99.
Indian Ocean,India,,D-33 B,D-33-B,ONGC,"Oil, Gas",2005,15 May 2005,82,2,
Indian Ocean,India,NEC-OSN-97/2 (NEC-25),D32/D40,Dhirubhai-32,Reliance,Gas,2007,13 Mar 2007,320,1,
Indian Ocean,India,KG-OSN-2001/3,Deen Dayal,KG #19,GSPC,"Gas, Condensate",2009,25 Sep 2009,198,3,"TVD: 17,555"
Indian Ocean,India,NEC-OSN-97/2 (NEC-25),Dhirubhai 10 (D-10),Dhirubhai -20,Reliance,Gas,2006,15 Apr 2006,,1,
Indian Ocean,India,,Dhirubhai 23,Dhirubabai 23,Reliance,,2005,19 Sep 2005,"1,737",0,
Indian Ocean,India,,Dhirubhai 9 (D-9),Dhirubhai 9,Reliance,Gas,2004,3 Aug 2004,975,1,
Indian Ocean,India,KG-DWN-98/3 (KG-D6),Dhirubhai-26 (MA),MA-1,Reliance,"Oil, Gas, Condensate",2006,20 Apr 2006,"1,327",3,85 ft net pay of oil236 ft net pay of gasRig is Discoverer 534
Indian Ocean,India,KG-DWN-98/3 (KG-D6),Dhirubhai-31 (KG-D6-P2),KG-D6-P2 Dhirubai 31,Reliance,Gas,2007,13 Mar 2007,"2,438",1,
Indian Ocean,India,KG-OSN-2001/1,Dhirubhai-33,GS01-B1 Dhirubhai 33,Reliance,"Gas, Condensate",2007,15 May 2007,78,2,
Indian Ocean,India,KG-DWN-98/3 (KG-D6),Dhirubhai-34 (R-Cluster),Dhirubhai 34,Reliance,Gas,2007,15 May 2007,"2,010",1,Two gas zones
Indian Ocean,India,CY-DWN-2001/2 (CY-III-D5),Dhirubhai-35,Dhirubhai 35,Reliance,"Oil, Gas, Condensate",2007,30 Sep 2007,"1,185",3,
Indian Ocean,India,CY-DWN-2001/2 (CY-III-D5),Dhirubhai-35,CY-III-D5-A1,Reliance,"Oil, Gas, Condensate",2007,18 Jul 2007,"1,185",3,
Indian Ocean,India,KG-DWN-98/1,Dhirubhai-36,(KG-D4) Dhirubhai-36,Reliance,Oil,2007,24 Sep 2007,565,1,
Indian Ocean,India,KG-OSN-2001/1,Dhirubhai-37,Blk KG-OSN-2001/1 (KG-III-5-P1) Dhirubhai-37,Reliance,,2007,29 Nov 2007,151,1,105 feet of Net Pay
Indian Ocean,India,KG-OSN-2001/1,Dhirubhai-38,Dhirubhai-38,Reliance,Gas,2008,14 Jan 2008,151,1,
Indian Ocean,India,KG-DWN-2003/1 (D-3),Dhirubhai-39,KG-V-D3-A1,Reliance,Gas,2008,13 Feb 2008,716,1,
Indian Ocean,India,,Dhirubhai-41,KG-VD3-B1,Reliance,Gas,2008,25 Mar 2008,711,1,
